SongID,Genre,ReleaseMonth,ReleaseDayOfWeek,Explicit,MajorLabel,Collaboration,MusicVideo,ArtistFollowers_K,PlaylistPlacements,TikTokMentions_K,SongLengthSec,PriorArtistPopularity,RadioSpins_K,MonthlyStreams_M,PopularityScore
SNG0522,Hip-Hop,Jul,Fri,1,1,0,1,105.2,18,6.6,247,49.7,11.7,49.04,100
SNG0523,Indie,Oct,Tue,0,1,0,0,83.2,20,23.7,182,58.6,3.9,37.31,100
SNG0524,EDM,Mar,Fri,1,1,0,1,82.6,12,4.9,202,57.4,5.2,47.76,100
SNG0525,Country,Mar,Thu,1,1,0,0,183.5,14,3.2,267,14.9,5.2,21.63,46.5
SNG0526,R&B,Oct,Fri,1,1,0,1,25.2,10,5.2,197,43.4,10.2,33.39,78.4
SNG0527,R&B,Jun,Tue,0,0,0,0,71.7,15,2,231,66.2,20,32.33,91.8
SNG0528,Hip-Hop,Dec,Sat,0,1,0,0,44.5,18,1.9,278,57.1,21,65.9,100
SNG0529,Pop,Mar,Wed,0,1,1,0,182.1,20,8.2,146,66.3,17,27.2,55
SNG0530,EDM,Feb,Thu,0,0,1,0,14.2,13,13.3,196,72.1,7.1,18.8,80
SNG0531,Country,Aug,Sun,0,1,0,0,14.6,14,4.8,205,43.2,53.3,32.53,82.7
SNG0532,Indie,May,Fri,0,1,0,1,82.5,10,0.9,147,48.7,9.3,26.03,78.6
SNG0533,Indie,Jan,Thu,0,0,0,1,146.7,22,7.5,190,55.5,6.6,27.82,61.6
SNG0534,Rock,Mar,Sun,0,1,1,0,114.6,17,35.2,174,71.9,3,45.93,76
SNG0535,Country,Oct,Thu,1,0,0,0,38.1,9,4.4,232,53.8,6.8,32.98,71
SNG0536,Indie,Aug,Tue,0,0,0,1,191.4,15,4.7,150,25.9,12.8,22.64,65.7
SNG0537,EDM,Apr,Sun,0,1,0,0,28.2,21,2.5,265,54.4,2.5,35,85.1
SNG0538,Hip-Hop,Jul,Wed,0,1,0,0,166.5,20,8.4,227,71.2,4.2,53.15,100
SNG0539,R&B,Oct,Sat,0,0,0,0,30.9,11,3,171,82.4,6.2,58.05,100
SNG0540,Pop,Dec,Tue,1,1,1,0,52.1,17,13.7,238,63.1,4.9,50.76,99.7
SNG0541,Indie,Feb,Fri,0,0,0,0,104.3,17,3,224,31.3,4.5,26.74,55.5
SNG0542,Rock,Jul,Fri,1,0,0,1,23.9,19,7.4,204,50.7,22.2,30.77,92.1
SNG0543,Hip-Hop,May,Sun,1,1,0,1,186.5,19,5.3,182,66.6,2.4,24.55,67.9
SNG0544,Latin,May,Fri,1,1,0,0,51.9,15,22.2,223,73.6,10.4,59.38,100
SNG0545,Rock,Jun,Mon,1,1,0,1,73.4,9,7.9,209,67.1,13.7,48.73,94.5
SNG0546,Hip-Hop,Sep,Fri,1,1,0,1,150.4,24,19.1,183,53.5,6.1,38.77,100
SNG0547,Pop,Jun,Tue,1,0,0,0,38.3,18,6,162,73.5,7.5,56.91,99.1
SNG0548,Latin,Dec,Sat,1,0,1,0,140.1,21,4.7,178,46.5,8.7,33.16,90.9
SNG0549,Rock,Aug,Sat,0,0,1,0,210.3,22,5.3,189,61.3,15,36.79,83.7
SNG0550,Country,Jul,Fri,1,1,0,0,42.1,17,2.7,242,71.5,30.7,33.59,100
SNG0551,Rock,Sep,Fri,0,0,1,0,173.9,16,8.8,233,68.4,3.2,31.75,100
SNG0552,EDM,Apr,Tue,1,0,1,0,19.4,10,2.9,191,68.8,4.3,19.45,74.6
SNG0553,Rock,Feb,Fri,0,0,0,0,87.6,24,6.1,192,68.3,4.5,32.85,56.9
SNG0554,Rock,Jul,Thu,0,1,0,1,28.2,21,11.8,237,39.1,8.9,30.19,69.6
SNG0555,EDM,Jun,Fri,0,0,0,1,129,15,22.8,214,58.3,6.6,40.84,90.5
SNG0556,R&B,Jan,Mon,0,0,0,1,121.8,22,6.3,213,41.6,15.4,38.6,77.9
SNG0557,Pop,Nov,Fri,0,1,1,1,285.5,26,11.9,182,52.8,5.3,51.05,100
SNG0558,Pop,Sep,Mon,0,0,0,1,180.3,19,10.7,201,37,4.4,44.73,74.2
SNG0559,Latin,Sep,Fri,0,1,0,1,59.4,20,3.9,205,64.2,4.9,36.6,88.9
SNG0560,Rock,Dec,Mon,0,1,0,0,31.3,14,36.5,202,22.6,9.9,24.32,70.9
SNG0561,Latin,Feb,Sat,1,0,0,0,99.1,28,3.3,228,69.1,19.5,38.76,100
SNG0562,Pop,Mar,Wed,0,1,0,1,63.9,24,5.9,229,58.3,8.7,50.74,94.3
SNG0563,Pop,May,Fri,0,0,0,0,197.5,9,20.3,176,92.2,5.8,49.57,96.6
SNG0564,Pop,May,Wed,1,0,0,0,14.6,9,19.8,189,54.3,4,24.05,64.9
SNG0565,Hip-Hop,Jan,Fri,1,1,1,1,308.5,12,5.5,183,54.3,29.1,33.2,94.8
SNG0566,Rock,Aug,Thu,0,1,1,1,96.8,11,13.3,249,70.3,2.2,43.79,76.7
SNG0567,Hip-Hop,Dec,Fri,1,0,1,1,37.7,22,4.5,277,55.4,7.8,38.21,98.6
SNG0568,R&B,Aug,Thu,1,0,1,0,111.5,24,3.5,190,62.9,16.3,51.39,100
SNG0569,EDM,Apr,Fri,0,0,1,0,165.4,14,1.8,200,75.9,7.7,24.49,62.8
SNG0570,Hip-Hop,Jul,Mon,0,0,0,1,72.2,16,10.5,232,53.2,5.7,46.38,100
SNG0571,R&B,Nov,Thu,1,1,0,0,19.4,22,11.5,182,79.5,13.9,43.2,97.9
SNG0572,Country,Oct,Fri,1,1,0,0,54.3,21,3.3,233,27.8,3.8,44.56,93.8
SNG0573,Hip-Hop,Mar,Mon,0,0,0,0,138,21,7,204,86.9,2.2,35.37,92
SNG0574,Rock,Jun,Wed,1,1,0,1,94.4,13,59.5,149,25.8,12,27.83,65.2
SNG0575,EDM,Oct,Sun,0,1,1,1,59.8,13,15.4,163,82.3,4.1,38.16,96.6
SNG0576,Indie,Oct,Sun,0,0,0,1,166.6,23,2.4,194,24.4,10,44.89,90.6
SNG0577,Pop,Dec,Fri,0,0,0,0,111.9,21,13.5,244,93.7,8.2,39.21,86.5
SNG0578,EDM,Sep,Wed,1,0,0,0,118.1,24,2.4,176,60.9,11.1,31.94,80.9
SNG0579,R&B,Jan,Wed,0,1,0,0,50,17,0.5,188,41,7.5,27.61,78.5
SNG0580,Hip-Hop,May,Fri,1,0,1,1,46.8,20,5.4,212,91.6,14,46.87,100
SNG0581,R&B,Apr,Tue,0,0,0,0,20.3,12,22.4,152,38.4,5.1,31.77,87.2
SNG0582,Indie,Aug,Sun,0,0,0,0,55.6,19,19.3,215,53.9,16.9,39.03,100
SNG0583,R&B,Nov,Wed,0,0,0,1,128.4,12,7.7,156,99,3.4,29.57,85.9
SNG0584,Hip-Hop,Dec,Sun,1,1,1,0,57.8,19,3.4,223,65.1,23.1,40.07,98
SNG0585,Rock,Jan,Fri,0,0,0,0,91.1,20,8.5,179,21.5,46.6,29.03,70.7
SNG0586,Hip-Hop,Sep,Fri,0,0,0,1,145.2,16,4.3,175,53.1,9.8,29.56,85.4
SNG0587,Pop,Jun,Mon,1,1,1,0,86.6,13,3.4,214,51.5,31.7,42.97,100
SNG0588,Pop,Apr,Sat,0,1,0,0,92.7,15,14.2,230,61.4,39,47.17,100
SNG0589,Pop,Dec,Thu,1,0,0,0,25.8,14,3.4,217,57.2,7,31.59,76
SNG0590,Pop,Sep,Fri,0,1,0,0,53.2,23,15.1,212,67.8,9.4,65.27,100
SNG0591,Pop,Nov,Sat,1,1,1,0,223.3,21,3.2,212,30.5,4.7,31.77,78.5
SNG0592,Latin,May,Tue,0,1,0,1,71.7,27,34.9,217,48.1,5,37.26,93.9
SNG0593,Pop,May,Fri,1,1,0,0,251.6,18,1.3,219,63.6,10.9,53.11,100
SNG0594,Hip-Hop,Dec,Fri,0,1,0,1,40.2,18,2.3,192,44.3,2.4,38.34,98.3
SNG0595,EDM,May,Thu,0,1,0,0,78.6,22,4.8,226,77.7,17.6,31.96,100
SNG0596,R&B,Jan,Fri,0,0,0,0,51,16,0.9,179,44.6,10.3,36.03,74.1
SNG0597,Latin,Jan,Thu,0,0,0,0,100.9,17,0.5,240,60.6,15.6,32.26,65.7
SNG0598,Pop,Aug,Thu,0,0,0,1,124.8,22,0.9,230,56.1,7.8,30.04,100
SNG0599,Pop,Dec,Fri,1,1,0,0,101.7,20,4.2,275,39.7,15.5,44.8,100
SNG0600,Pop,Aug,Fri,0,0,0,1,138.3,10,4.3,221,59.1,11,21.83,64
SNG0601,Pop,Dec,Wed,1,0,0,1,66.1,14,7.4,234,34.4,13.5,32.56,77.8
SNG0602,Hip-Hop,Jun,Sat,1,0,0,1,58.4,24,4.6,155,50,18.6,44.93,98.7
SNG0603,Pop,Dec,Sat,1,1,0,1,19.5,21,7.2,235,58.5,3.3,53.21,100
SNG0604,Pop,Nov,Fri,0,1,0,0,104.3,21,3.7,243,32.3,5.1,21.65,70.8
SNG0605,Pop,Apr,Fri,0,0,1,1,75.2,13,10.4,253,69.2,57.5,50.79,100
SNG0606,R&B,Feb,Thu,1,0,0,1,63.6,24,9.3,209,62.7,10.7,35.48,68.7
SNG0607,Pop,Feb,Fri,1,0,0,1,58.3,17,4.1,194,67.6,2.3,35.35,90.6
SNG0608,Hip-Hop,Sep,Fri,0,0,0,0,65,21,8.8,170,58,2.3,21.82,74.5
SNG0609,R&B,May,Wed,0,1,0,1,56.5,15,4.6,173,37.3,8.5,46.2,100
SNG0610,Latin,Apr,Fri,0,0,1,0,46.1,11,1.4,204,58,5.9,20.03,60.6
SNG0611,Pop,Oct,Wed,1,1,0,0,78.9,13,12.4,149,69.2,4.7,18.28,73.9
SNG0612,Country,Jan,Mon,0,0,0,1,93.6,22,2.4,180,36.6,37.9,34.21,86.7
SNG0613,Rock,Jul,Fri,0,0,0,1,38.9,17,12.2,208,38,6.7,40.37,80.7
SNG0614,Pop,Mar,Fri,1,0,0,1,50.4,23,7.3,207,53.6,17.4,35.73,93.4
SNG0615,EDM,Jun,Fri,0,1,0,1,57.8,23,5.1,174,51.3,11,47.9,100
SNG0616,EDM,May,Fri,0,1,0,0,66.9,12,1,166,57.7,7.1,34.07,66.5
SNG0617,Pop,May,Sun,1,0,1,0,61,18,21.9,170,52.7,3.6,40.03,93.4
SNG0618,Hip-Hop,Nov,Fri,1,0,1,1,105.8,17,3.9,198,60.9,16.7,46.78,100
SNG0619,Country,May,Fri,0,0,0,0,21,19,9.7,273,80,1.4,52.82,100
SNG0620,Latin,Jan,Mon,0,1,0,1,23.7,15,4.9,239,67.7,18.1,53.54,100
SNG0621,Pop,Jan,Tue,0,1,1,0,76.4,21,4.3,212,59,10.2,24.87,91
SNG0622,Pop,Mar,Thu,0,0,0,0,43.7,19,6.5,223,38.1,14.8,9.73,62
SNG0623,Hip-Hop,Dec,Fri,1,0,0,0,123.8,17,5.6,238,45,9.1,45.9,91.8
SNG0624,R&B,Oct,Fri,0,0,1,0,151.2,17,4.3,227,73.2,3.4,36.16,87.6
SNG0625,Rock,Apr,Thu,0,1,0,1,78.5,26,5.2,195,49.6,12.4,35.55,86.9
SNG0626,Hip-Hop,May,Thu,0,0,0,0,31.5,20,8,178,40.6,17.8,34.93,71.1
SNG0627,R&B,Feb,Wed,1,1,0,0,139.5,17,8.6,201,95.8,6.2,41.14,100
SNG0628,Latin,Aug,Wed,0,0,0,1,76.6,15,5.7,237,85.4,15.3,45.41,100
SNG0629,Pop,Nov,Sun,1,0,1,0,23.6,13,9.6,196,55.8,11.4,43.19,92.1
SNG0630,Hip-Hop,Nov,Fri,0,1,0,1,25.1,19,3.7,170,38.5,12.9,32.64,87.8
SNG0631,Latin,Feb,Tue,1,1,1,0,192.8,24,40.5,150,71,4.5,48.96,98.1
SNG0632,EDM,Sep,Fri,1,0,0,0,171.7,17,20.8,201,49.2,25.2,32.53,82.1
SNG0633,R&B,Feb,Fri,0,0,0,1,11.5,18,10.9,172,74,11.4,51.06,100
SNG0634,Rock,Sep,Fri,0,1,0,1,25.8,15,1,191,49.2,17.6,46.81,100
SNG0635,Pop,Jul,Tue,0,1,0,0,148.2,15,9.4,252,87.6,6.6,60.1,100
SNG0636,R&B,Aug,Thu,0,0,0,1,65.8,18,4,203,48.7,19.8,33.6,94.3
SNG0637,Rock,Nov,Tue,0,0,0,1,109,15,2.3,181,99,6.4,26.17,85
SNG0638,Hip-Hop,Feb,Sat,0,1,1,0,63.9,12,4,215,61.5,4.4,38.7,90.9
SNG0639,Hip-Hop,Jul,Fri,0,0,1,0,105.4,18,2.5,266,82.9,37.2,45.08,100
SNG0640,Hip-Hop,Dec,Fri,1,1,0,0,67,20,8.6,201,48.3,1.4,48.55,99
SNG0641,Pop,Jun,Thu,0,1,0,0,49.1,25,23.4,130,34.4,98.7,52,100
SNG0642,Hip-Hop,Apr,Wed,1,1,1,0,139.9,12,11.5,226,16.5,15.8,20.85,55.2
SNG0643,Pop,Jul,Tue,0,0,0,1,76.8,20,65.8,216,81,7,38.81,93.9
SNG0644,Hip-Hop,Apr,Sun,1,1,0,0,105.3,19,1.4,208,59.2,11.7,25.11,76.3
SNG0645,Pop,Feb,Wed,0,0,1,1,74.5,17,3.5,198,35.5,15.8,28.43,61.1
SNG0646,EDM,Oct,Mon,0,1,0,0,47.4,12,2.3,179,81.7,6.9,52.71,98.3
SNG0647,Rock,Dec,Sun,1,0,0,1,205.6,17,16.6,253,78.8,46,33.98,79
SNG0648,Latin,Jul,Fri,0,0,0,1,85.5,23,4.5,146,82.9,29.4,38.99,85.9
SNG0649,Country,Aug,Sat,0,0,0,0,52,17,6.5,195,33.9,80,35.02,77.4
SNG0650,R&B,Feb,Mon,1,0,0,0,163.2,22,9.7,194,80.4,3.4,37.43,100
SNG0651,Pop,May,Fri,0,0,0,0,26.5,10,1.5,232,64.9,10.7,54.55,100
SNG0652,Rock,Jan,Thu,0,0,1,1,319.1,17,3.1,245,83.7,3,41.9,100
SNG0653,Rock,Jul,Fri,1,1,0,0,58.8,20,13.4,198,67.8,3.8,57.97,100
SNG0654,Latin,Aug,Mon,1,1,0,0,27.5,18,3.3,211,61.1,7,53.43,100
SNG0655,R&B,Jun,Thu,1,0,0,1,253.2,15,1.2,214,80.7,7.1,18.35,82.7
SNG0656,Pop,May,Sat,0,1,1,1,48.2,21,2.4,239,73.3,12.1,39.88,89.5
SNG0657,Hip-Hop,Jun,Fri,1,1,1,0,79.1,14,4.2,238,77.5,8.3,50.24,91.2
SNG0658,Hip-Hop,Feb,Fri,0,1,1,0,110.2,10,6.4,188,49.2,17.1,36.05,93.2
SNG0659,Latin,Jan,Tue,1,1,0,1,152.8,17,5.1,219,54.9,11.6,36.71,85
SNG0660,Rock,Jul,Tue,1,0,1,1,82.3,27,3.1,217,26.8,33.7,33.6,79.9
SNG0661,Hip-Hop,Jul,Fri,1,1,0,0,42.4,17,12.7,201,47.9,17.5,55.93,100
SNG0662,Indie,Oct,Fri,1,0,0,0,77.7,16,4.9,217,72.2,3.5,20.14,59.9
SNG0663,Rock,Nov,Sun,0,0,0,1,49.7,22,6.6,206,68.2,8,47.15,77
SNG0664,Hip-Hop,Oct,Fri,1,0,0,1,79.4,21,3.3,210,40.4,8.5,46.23,89.3
SNG0665,Pop,Feb,Fri,1,1,1,1,208.5,9,21.3,162,81.1,12.8,53.24,95.4
SNG0666,Pop,Feb,Sat,0,1,0,0,113.2,20,3.8,176,99,21.3,51.6,100
SNG0667,Hip-Hop,Jan,Tue,1,0,0,0,77.1,18,5.9,231,41.8,11.3,34.65,83.5
SNG0668,Pop,Oct,Fri,0,0,0,1,111.8,16,13.9,166,54.3,14.3,43.09,93
SNG0669,Pop,Aug,Thu,1,0,0,0,117.6,20,7,220,46.8,3.6,62.75,100
SNG0670,Hip-Hop,Aug,Tue,1,1,0,0,31.4,15,6.9,202,56.3,6.3,56.27,100
SNG0671,Pop,Jan,Fri,1,0,0,0,68.7,18,0.9,238,62.9,2,28.51,85.4
SNG0672,EDM,Dec,Fri,0,0,0,0,400.9,20,10.1,226,45.4,12.9,57.91,100
SNG0673,Pop,Nov,Fri,1,1,0,0,155.9,19,5.8,190,53,17.7,49.36,100
SNG0674,Rock,Aug,Fri,0,0,1,1,46.9,21,8.9,198,59.6,3.1,58.04,100
SNG0675,R&B,Sep,Fri,1,0,1,1,43.7,24,6.5,141,66.5,10.2,46.22,100
SNG0676,Indie,Apr,Tue,0,0,1,1,42.7,17,3.3,201,84.4,8.3,35.81,82.6
SNG0677,Pop,Jan,Fri,0,1,1,1,122.3,17,12.2,164,57.7,34.8,31.32,87.8
SNG0678,Hip-Hop,Jan,Fri,1,0,0,0,205.5,18,6.5,198,47.9,4.4,48.53,82.8
SNG0679,Indie,Mar,Sat,0,0,1,0,100.2,18,1.7,185,70.5,18.8,36.2,92
SNG0680,EDM,May,Wed,1,0,0,0,74.4,17,17.8,177,65.2,22.5,42.77,100
SNG0681,Country,May,Wed,1,0,1,0,48.9,20,1.5,243,54.5,7.7,27.62,62.4
SNG0682,Hip-Hop,Sep,Fri,1,0,0,1,84,20,12.3,164,66.7,11.4,42.25,100
SNG0683,Pop,Oct,Sat,1,0,1,0,37.6,21,20.9,174,51.1,21.4,45.87,100
SNG0684,Latin,Dec,Fri,0,0,0,0,17.2,10,2,183,48.5,3.7,24.83,76.9
SNG0685,EDM,Feb,Fri,0,1,0,1,209.7,16,4.9,190,23.8,6.4,31.17,50.4
SNG0686,Rock,Feb,Sun,0,1,0,0,33,19,4.5,177,52.1,10.5,35.08,89
SNG0687,Rock,Jun,Sun,0,1,0,1,53.1,22,4.7,194,26.3,47.1,27.76,75
SNG0688,Hip-Hop,Sep,Fri,0,1,1,0,105.6,20,28.4,215,46.5,6.6,57.42,100
SNG0689,Country,Jan,Fri,1,1,0,0,182,20,2,226,68.4,7.3,38.43,95.3
SNG0690,Pop,Sep,Wed,1,1,0,0,79.8,27,4.2,225,30.9,31.1,43.4,89.4
SNG0691,Hip-Hop,Sep,Sat,0,0,1,1,28.9,14,21.2,144,54.6,15.3,34.22,85.7
SNG0692,R&B,Sep,Thu,1,1,0,0,54,22,4.1,217,59.2,51.7,43.92,98.4
SNG0693,R&B,May,Sun,1,1,0,0,41.5,19,2.4,219,53.7,21.6,57.16,99.7
SNG0694,Hip-Hop,Sep,Tue,1,1,0,0,64.9,18,6.9,184,49.3,8,43.25,88.5
SNG0695,Pop,Nov,Fri,1,0,0,0,158,14,11.3,258,63.9,7.2,37.99,86.6
SNG0696,Rock,Apr,Fri,0,1,1,0,11.3,21,3.8,240,66.4,4.7,12.73,64.9
SNG0697,Hip-Hop,Feb,Thu,0,1,1,1,50,24,9,199,58,3.2,35.46,76.3
SNG0698,Rock,Jun,Wed,0,1,1,1,47.5,16,1.6,186,50.3,11.9,45.96,94.1
SNG0699,Pop,Apr,Fri,0,0,0,1,27.7,18,1.7,258,73.6,14.9,36.49,100
SNG0700,R&B,Jun,Fri,1,0,0,0,100.5,26,3.7,204,34.4,16.4,29.61,81.4
SNG0701,Rock,Mar,Fri,1,0,0,0,24.8,25,9.3,208,70.4,8.2,31.37,92.4
SNG0702,Pop,Jun,Wed,0,1,1,0,26.8,23,10.9,207,65.6,42.3,54.97,100
SNG0703,Hip-Hop,Feb,Fri,0,0,0,0,121,15,1.9,279,61.6,3,37.8,100
SNG0704,Pop,Feb,Wed,1,0,0,0,190.6,14,10.5,198,57.8,2.8,32.44,64.9
SNG0705,Pop,Sep,Wed,0,1,0,0,63.2,14,6.4,204,24,4.7,52.68,82.1
SNG0706,Indie,Jul,Fri,0,1,0,1,28.4,20,2.5,178,83,9.1,43.58,100
SNG0707,Hip-Hop,Mar,Sat,1,1,0,1,40.7,18,1.6,193,73.1,3.8,39.83,100
SNG0708,Country,Nov,Fri,0,0,0,1,135,16,6.7,172,40.7,26.5,11.79,59
SNG0709,Hip-Hop,Jan,Fri,0,1,0,1,72.3,18,17.5,179,71.7,5,34.82,77.3
SNG0710,Latin,Aug,Thu,0,1,0,0,62.1,12,5.7,147,61.4,4.3,55.28,95.2
SNG0711,Country,Jun,Fri,1,1,1,0,83,17,2.4,233,47.5,21,36.54,99.8
SNG0712,Rock,Jul,Tue,1,0,0,0,65,23,1,210,79.5,10.7,31.91,88.2
SNG0713,R&B,Sep,Sun,0,0,0,0,196.8,11,21.7,213,50.2,16.9,36.34,62.9
SNG0714,R&B,May,Sat,0,0,0,0,39.5,13,14,203,82.4,8.7,52.12,86.9
SNG0715,Hip-Hop,Jan,Fri,0,0,0,0,36.4,16,7.2,207,67.6,11.2,30.73,67.1
SNG0716,EDM,Dec,Fri,0,1,1,0,25.3,14,20.7,257,75.2,2.9,40.22,78.5
SNG0717,Country,Oct,Sat,1,1,0,1,45.7,13,6.7,180,68.4,8,38.43,79.5
SNG0718,Indie,Jul,Fri,0,1,1,1,31.1,18,3.4,214,67.6,3.9,49.52,99.3
SNG0719,Pop,May,Thu,1,0,0,0,77.7,17,9,214,61.9,43.1,41.16,86.1
SNG0720,Latin,Mar,Tue,0,0,1,0,67.7,13,2.6,242,44.9,25.4,37.16,94.2
SNG0721,Indie,Dec,Fri,0,0,1,0,31.3,18,2.2,219,59.1,5.3,29.72,76.9
SNG0722,Pop,Sep,Sun,0,1,0,1,100.7,14,11,221,74.5,7.6,43.94,92.5
SNG0723,Pop,Jan,Tue,0,1,0,0,192.8,24,11.8,165,70.9,7.9,43.23,100
SNG0724,Latin,Jan,Wed,0,1,0,1,85.7,22,1.7,179,67,50.6,53.28,100
SNG0725,Rock,Jan,Fri,0,0,0,1,11.2,18,1.8,168,20.3,12.4,26.61,55.5
SNG0726,EDM,Mar,Sat,0,0,0,0,268,11,3.7,126,54.2,6.4,32.95,88
SNG0727,Pop,Dec,Thu,1,0,0,0,112.5,11,2.9,218,52.3,10.1,39.5,96
SNG0728,Country,Jun,Wed,0,0,1,0,262.3,26,8.4,197,38.1,2.6,37.03,80.5
SNG0729,Pop,Oct,Fri,1,1,0,0,143.1,14,5.7,218,74.3,8.5,38.05,72.8
SNG0730,Pop,Nov,Fri,1,1,1,1,164.6,18,15.6,206,21.5,3.8,31.42,75.9
SNG0731,Pop,Mar,Mon,0,1,0,0,77,15,7.3,213,73.1,2.1,43.26,88.4
SNG0732,Country,Aug,Tue,0,0,0,0,55.5,13,3.1,248,81.9,44.2,42.48,92.6
SNG0733,Latin,Oct,Fri,0,1,1,1,86.6,16,1,205,54.2,8.8,56.31,100
SNG0734,Rock,Feb,Fri,0,0,0,0,40.6,20,6.4,226,56.7,4.9,31.18,69.5
SNG0735,Hip-Hop,Sep,Sun,0,0,0,0,90.4,17,1.2,195,75.4,2.3,41.41,83.1
SNG0736,EDM,Mar,Fri,1,1,0,0,10.6,13,3,231,44.3,7.6,34.77,76.1
SNG0737,Hip-Hop,May,Mon,1,1,1,1,68.7,13,2.9,165,69.9,8,54.95,100
SNG0738,Country,Oct,Fri,0,1,0,1,170.9,22,3.5,146,41.5,16.6,43.61,100
SNG0739,R&B,Aug,Fri,1,0,0,0,71.2,17,1.7,272,36.1,4.2,31.98,73.9
SNG0740,Hip-Hop,Feb,Tue,0,1,0,1,223.5,14,2.8,264,63.3,5.9,23.47,57.5
SNG0741,R&B,Jun,Sun,1,1,0,1,55.4,22,15.4,143,57.5,4.3,42.37,100
SNG0742,Hip-Hop,Dec,Sat,1,0,0,0,134.5,10,15.3,204,27,7.6,31.5,69.1
SNG0743,Latin,May,Wed,0,0,0,1,36.1,18,21.7,210,83.5,1.8,47.73,100
SNG0744,R&B,Oct,Wed,0,1,0,0,130.8,22,5.5,228,50.5,4.7,33.23,94.7
SNG0745,Hip-Hop,Sep,Mon,0,0,1,1,78.5,15,7,261,67.2,14.9,37.66,93.4
SNG0746,EDM,Dec,Thu,1,0,1,0,57.2,17,15.6,171,86.9,3.4,30.18,78.2
SNG0747,Hip-Hop,May,Fri,0,0,0,1,11,18,1.5,173,62.5,20.1,44.99,84.9
SNG0748,Rock,Feb,Fri,1,1,0,0,55.8,25,11.3,205,80.9,18.2,34.55,90.6
SNG0749,EDM,May,Sun,0,1,0,1,77.4,9,17.7,174,42.5,19.4,35.69,84.7
SNG0750,Rock,Dec,Mon,0,0,0,0,119.1,13,2.5,120,83.6,9,26.19,62.1
SNG0751,Pop,Apr,Fri,0,1,0,1,198.9,21,19,198,43.1,8.4,57.3,99.4
SNG0752,Indie,Nov,Sat,0,0,0,0,277.1,14,34.9,232,47.7,11.7,49.43,85.2
SNG0753,Rock,Jul,Fri,1,0,0,1,159.6,18,11,204,31.8,26,40.23,69.1
SNG0754,Hip-Hop,Jun,Mon,0,0,1,1,45,16,9.3,225,62.8,24.1,27.57,80.1
SNG0755,Pop,Feb,Wed,0,1,0,0,53.9,18,2,220,69.4,2.4,45.44,100
SNG0756,Country,Dec,Thu,0,1,1,1,111.9,19,14.3,172,71.8,4.5,55.81,100
SNG0757,Rock,Nov,Sun,0,1,0,0,95.9,23,2.2,207,32.2,3.9,30.07,75.1
SNG0758,Rock,Nov,Sun,0,0,0,1,208.5,17,7.6,156,64.7,16.1,37.05,91.5
SNG0759,EDM,May,Sun,0,1,0,1,378.3,22,8.4,189,65.4,5.2,42.86,100
SNG0760,Country,Jul,Sat,1,1,1,0,326,15,0.5,207,69.1,7.7,37.59,87.5
SNG0761,Pop,Nov,Thu,0,1,0,1,189.8,13,7.9,205,44.1,35.4,33.96,64.5
SNG0762,Hip-Hop,Jul,Sat,0,1,0,0,96.5,15,57.9,164,12.9,22.1,29.57,63.4
SNG0763,Hip-Hop,May,Sun,0,1,0,0,171.5,16,0.8,170,70.7,27.1,34.25,80.9
SNG0764,Latin,Dec,Thu,0,1,0,1,213.4,28,5.2,214,55.4,5.1,38.24,93.3
SNG0765,Pop,Sep,Wed,1,0,0,1,60.2,21,0.9,231,63,1,45.89,95.7
SNG0766,Rock,Apr,Fri,0,1,0,0,45.9,16,2.4,198,56.3,6.6,37.87,100
SNG0767,Country,Nov,Wed,0,1,0,0,39,20,1,197,62.2,2.9,26.41,67.9
SNG0768,EDM,Mar,Mon,1,0,0,1,36.1,18,6.3,235,71.3,1.9,31.47,65.3
SNG0769,Hip-Hop,Apr,Sun,0,0,0,0,25.3,21,11.2,180,24.6,22.3,16.07,56.3
SNG0770,Country,May,Sun,0,1,0,1,79.4,13,7.9,260,78.5,4.4,39.47,96
SNG0771,Pop,Jun,Tue,1,1,1,1,33.1,16,2.4,162,54.7,4.7,49.64,85.7
SNG0772,EDM,Mar,Thu,1,0,0,0,38.5,16,3.2,239,87.3,6.7,27.12,86.1
SNG0773,Pop,Feb,Sat,1,1,0,0,108.9,10,7,222,49.7,33.7,27.15,66.2
SNG0774,Hip-Hop,Apr,Fri,0,1,0,0,75.7,19,2.4,282,45.7,7.9,33.31,100
SNG0775,Country,May,Thu,0,1,1,0,90.1,21,1.7,169,55.3,19.3,53.48,100
SNG0776,Pop,Apr,Fri,0,1,0,1,173.4,17,4.4,130,67,7,37.38,92.7
SNG0777,Hip-Hop,Nov,Sat,0,0,0,1,122.1,15,2.3,245,53.1,2.5,41.94,100
SNG0778,Latin,Dec,Sun,1,0,0,1,193.1,25,7.9,158,68.3,3.5,41.96,90.7
SNG0779,Latin,Mar,Thu,0,0,0,0,70.5,19,17.6,225,51,9,28.6,86.8
SNG0780,Latin,Aug,Wed,1,1,0,0,206.1,19,56.7,243,58.6,9.8,52.2,100
SNG0781,Latin,Oct,Sun,1,1,0,1,85.8,14,7.4,217,98.3,13.9,37.88,95.8
SNG0782,Rock,Apr,Tue,0,0,1,1,75,23,9.8,212,64.4,13.9,30.3,80.9
SNG0783,Hip-Hop,Feb,Fri,0,1,1,1,185.5,18,3.2,218,65.9,18.5,49.59,98
