Summary,Precip_Type,Temperature_Celcius,Humidity,Wind_Speed,Wind_Bearing,Visibility,Pressure
Partly Cloudy,rain,2.76111111111111,0.43,7.9695,331,11.4471,1027.16
Mostly Cloudy,rain,2.72777777777778,0.43,3.4937,357,11.0446,1027.29
Partly Cloudy,rain,2.58888888888889,0.45,3.8962,46,10.8192,1027.13
Partly Cloudy,rain,2.21111111111111,0.58,13.2181,352,11.1251,1026.89
Partly Cloudy,rain,1.01666666666667,0.65,13.8621,350,9.7566,1027.2
Partly Cloudy,snow,-0.144444444444445,0.7,11.914,20,9.7566,1027.39
Clear,snow,-1.3,0.8,9.2092,12,8.1788,1027.5
Partly Cloudy,snow,-2.41111111111111,0.88,4.6046,20,7.8729,1027.59
Mostly Cloudy,snow,-2.47777777777778,0.92,2.9946,2,7.8729,1027.79
Partly Cloudy,snow,-2.51666666666667,0.92,6.6332,352,7.0518,1028.05
Partly Cloudy,snow,-2.98333333333333,0.93,6.2951,10,6.0214,1027.81
Partly Cloudy,snow,-3.14444444444444,0.89,6.44,40,6.0214,1027.51
Mostly Cloudy,snow,-1.62222222222222,0.73,13.3952,30,13.8138,1020.68
Partly Cloudy,snow,-3.56666666666667,0.89,10.6743,50,6.0697,1027.01
Partly Cloudy,snow,-3.63888888888889,0.89,16.6152,30,6.1985,1026.33
Partly Cloudy,snow,-4.06666666666667,0.89,13.5562,31,6.4883,1026.14
Partly Cloudy,snow,-5.07777777777778,0.82,13.8943,50,6.2951,1026
Partly Cloudy,snow,-5.07777777777778,0.82,13.9909,41,9.982,1025.71
Mostly Cloudy,snow,-5.46666666666667,0.85,14.1519,31,9.4024,1025.33
Partly Cloudy,snow,-4.88333333333333,0.84,17.1304,32,9.982,1025.22
Mostly Cloudy,snow,-2.73333333333333,0.78,15.6814,32,9.0643,1024.81
Mostly Cloudy,snow,-0.133333333333332,0.7,17.3236,34,8.8389,1024.22
Partly Cloudy,rain,1.15555555555555,0.64,21.9282,32,11.27,1023.61
Mostly Cloudy,rain,2.26666666666667,0.54,20.3665,23,11.27,1022.81
Mostly Cloudy,rain,2.3,0.53,21.896,36,11.0768,1021.81
Partly Cloudy,rain,2.84444444444444,0.51,16.1161,60,11.27,1021.1
Partly Cloudy,rain,2.77777777777778,0.46,17.7583,51,11.27,1020.69
Mostly Cloudy,rain,2.77777777777778,0.48,18.032,51,10.0303,1020.19
Mostly Cloudy,rain,2.17222222222222,0.5,20.5275,51,9.982,1019.8
Mostly Cloudy,rain,1.01666666666667,0.55,15.7619,31,9.0643,1019.92
Mostly Cloudy,rain,1.05,0.55,16.6152,39,9.982,1019.92
Mostly Cloudy,snow,-0.027777777777778,0.58,17.388,41,9.982,1019.91
Mostly Cloudy,snow,-0.05,0.61,17.388,41,14.9086,1019.92
Mostly Cloudy,snow,-0.444444444444445,0.63,16.5991,40,14.168,1019.55
Mostly Cloudy,snow,-0.627777777777777,0.66,14.5383,32,14.9086,1019.33
Mostly Cloudy,snow,-0.627777777777777,0.69,14.2968,41,14.9086,1019.12
Partly Cloudy,snow,-1.98888888888889,0.72,13.7655,48,14.5866,1024.65
Mostly Cloudy,snow,-1.18333333333333,0.72,14.4095,32,14.9086,1018.91
Mostly Cloudy,snow,-1.71666666666667,0.72,17.4846,32,11.9784,1018.61
Mostly Cloudy,snow,-1.64444444444444,0.73,13.3308,40,11.3183,1018.73
Overcast,snow,-2.24444444444444,0.75,11.3022,42,9.982,1018.91
Overcast,snow,-2.29444444444444,0.75,12.9122,42,9.982,1019.2
Overcast,snow,-2.1,0.8,13.0732,49,9.982,1019.47
Overcast,snow,-1.20555555555556,0.75,13.1698,51,9.982,1020.21
Mostly Cloudy,snow,-0.138888888888889,0.69,9.8049,34,11.2056,1020.81
Overcast,rain,0.122222222222222,0.68,9.66,35,11.3988,1021.22
Overcast,rain,1.10555555555556,0.64,9.4185,6,11.2056,1021.77
Overcast,rain,1.17777777777778,0.59,9.4829,15,11.2056,1021.99
Overcast,rain,2.27222222222222,0.58,10.2557,26,11.3988,1021.9
Overcast,rain,2.26666666666667,0.54,14.168,13,11.2056,1021.88
Overcast,rain,2.75555555555556,0.57,16.1805,32,11.2056,1021.77
Mostly Cloudy,rain,2.82777777777778,0.56,16.0356,33,10.3523,1021.43
Mostly Cloudy,rain,2.17222222222222,0.59,15.5687,23,9.982,1021.79
Mostly Cloudy,rain,0.994444444444444,0.64,12.6063,42,9.982,1022.49
Mostly Cloudy,rain,0.044444444444444,0.68,10.5455,33,9.982,1023.28
Mostly Cloudy,snow,-0.188888888888889,0.64,13.9104,31,9.982,1024.5
Mostly Cloudy,snow,-0.722222222222223,0.67,13.9909,41,14.9086,1024.79
Partly Cloudy,snow,-1.13888888888889,0.67,15.9551,41,14.9569,1025.25
Partly Cloudy,snow,-1.18333333333333,0.63,17.4363,51,15.8263,1025.39
Clear,rain,15.2777777777778,0.71,6.3112,140,15.8263,1012.17
Clear,rain,14.2388888888889,0.73,10.7065,131,15.8263,1012.25
Mostly Cloudy,rain,13.2,0.85,3.5259,159,11.753,1011.69
Partly Cloudy,rain,12.5722222222222,0.78,10.7226,140,15.8263,1011.76
Partly Cloudy,rain,11.5333333333333,0.8,10.6421,141,15.8263,1012.04
Clear,rain,11.1111111111111,0.81,10.0786,135,14.9569,1011.88
Partly Cloudy,rain,9.96111111111111,0.86,9.3702,142,9.982,1011.94
Partly Cloudy,rain,13.7333333333333,0.83,7.9051,171,9.982,1012.34
Partly Cloudy,rain,17.1833333333333,0.7,7.4221,188,10.3523,1012.47
Partly Cloudy,rain,20.05,0.6,4.6529,189,9.982,1012.42
Partly Cloudy,rain,22.7777777777778,0.52,8.2271,198,9.982,1012.02
Partly Cloudy,rain,23.7833333333333,0.46,10.5938,212,10.3523,1012.26
Mostly Cloudy,rain,25.0222222222222,0.39,11.5598,213,9.982,1011.83
Partly Cloudy,rain,25.0666666666667,0.42,16.4381,221,9.982,1011.34
Mostly Cloudy,rain,26.0777777777778,0.4,17.1787,235,15.3111,1011.07
Mostly Cloudy,rain,27.15,0.37,17.5973,249,9.982,1010.53
Partly Cloudy,rain,27.15,0.34,20.5436,231,9.982,1010.03
Mostly Cloudy,rain,25.1833333333333,0.38,16.7923,224,10.3523,1009.88
Mostly Cloudy,rain,23.9777777777778,0.41,14.5383,223,9.982,1009.75
Mostly Cloudy,rain,22.3333333333333,0.52,9.7083,242,9.982,1009.83
Partly Cloudy,rain,20.4111111111111,0.54,9.2414,243,10.3523,1010.06
Partly Cloudy,rain,18.7944444444444,0.61,7.9695,200,9.982,1010.45
Partly Cloudy,rain,17.0166666666667,0.66,6.2951,230,15.8263,1011.05
Partly Cloudy,rain,16.4722222222222,0.68,5.3935,235,14.9569,1011.11
Clear,rain,12.1222222222222,1,7.8246,150,9.982,0
Clear,rain,11.0611111111111,1,4.8944,161,9.982,0
Partly Cloudy,rain,12.5444444444444,0.93,3.6386,185,14.0875,1010.26
Clear,rain,10,0.96,6.2951,150,5.2164,1010
Clear,rain,11.1111111111111,0.93,7.9695,160,4.7495,0
Partly Cloudy,rain,10.7444444444444,0.96,10.0142,156,7.1967,1009.51
Partly Cloudy,rain,10.05,1,7.9695,150,6.1985,1009.26
Partly Cloudy,rain,12.6444444444444,0.9,9.2575,160,9.982,1008.99
Mostly Cloudy,rain,13.9444444444444,0.92,7.7441,173,9.6278,1009.81
Clear,rain,17.1222222222222,0.81,9.7083,161,9.982,0
Mostly Cloudy,rain,18.8388888888889,0.73,9.8854,180,9.982,1009.6
Mostly Cloudy,rain,17.4611111111111,0.74,11.7691,202,11.4471,1009.88
Overcast,rain,17.7833333333333,0.77,13.0893,192,11.27,1010.18
Overcast,rain,17.25,0.67,13.0893,229,11.27,0
Overcast,rain,17.8444444444445,0.7,12.5902,239,11.4471,1010.01
Overcast,rain,18.8388888888889,0.67,5.3452,221,10.0464,1009.39
Mostly Cloudy,rain,17.8277777777778,0.69,7.8246,155,10.0464,0
Mostly Cloudy,rain,17.8388888888889,0.69,11.9784,151,10.4006,1008.75
Mostly Cloudy,rain,17.3,0.8,5.1198,199,11.27,0
Clear,rain,17.25,0.8,5.0554,133,9.982,0
Mostly Cloudy,rain,17.1611111111111,0.81,3.7835,158,11.3988,1008.81
Mostly Cloudy,rain,16.1111111111111,0.87,7.9373,141,11.2056,0
Mostly Cloudy,rain,16.0111111111111,0.84,6.2951,142,15.8263,1009.5
Mostly Cloudy,rain,15.2555555555556,0.88,2.9463,146,15.3111,1009.47
Mostly Cloudy,rain,14.6333333333333,0.9,6.279,210,14.9086,1009.87
Partly Cloudy,rain,13.0833333333333,0.96,6.2468,199,14.812,1010.15
Mostly Cloudy,rain,15.4333333333333,0.93,3.0912,123,11.6886,1008.75
Clear,rain,12.7,0.96,7.9534,191,9.9015,1009.5
Clear,rain,12.1222222222222,0.96,3.3649,181,14.812,1010.3
Partly Cloudy,rain,11.5277777777778,0.96,3.2844,148,13.4757,1010.43
Partly Cloudy,rain,12.7,0.96,7.8085,131,7.1323,1009.8
Partly Cloudy,rain,16.0111111111111,0.87,4.9588,155,8.1305,0
Partly Cloudy,rain,17.5,0.84,9.0643,164,9.4507,1010.91
Partly Cloudy,rain,19.9333333333333,0.68,7.7924,146,10.0464,1010.4
Partly Cloudy,rain,21.0611111111111,0.63,10.7065,155,11.27,1010.68
Partly Cloudy,rain,22.1888888888889,0.53,12.5097,155,11.3988,1010.62
Partly Cloudy,rain,22.75,0.53,13.1859,199,11.2056,0
Partly Cloudy,rain,22.7777777777778,0.53,14.49,210,11.2056,1009
Mostly Cloudy,rain,23.9222222222222,0.48,11.3988,183,11.4471,1009.94
Mostly Cloudy,rain,23.8388888888889,0.54,12.8639,209,11.27,0
Overcast,rain,23.8111111111111,0.54,9.2736,171,11.27,1008.8
Overcast,rain,22.4444444444444,0.58,11.0124,149,11.4471,1009.17
Overcast,rain,19.1166666666667,0.76,9.0321,252,11.27,1009.01
Overcast,rain,20.8777777777778,0.64,9.7405,158,10.0464,1009.12
Mostly Cloudy,rain,18.0333333333333,0.77,11.0124,190,10.4006,1009.35
Mostly Cloudy,rain,17.7055555555556,0.73,9.3541,160,9.982,1009.31
Overcast,rain,17.7333333333333,0.75,10.9963,169,15.8263,1009.4
Mostly Cloudy,rain,17.6388888888889,0.79,10.5294,160,14.9569,1009.12
Overcast,rain,17.0833333333333,0.87,6.4239,161,15.8263,1009.04
Overcast,rain,16.5333333333333,0.92,6.5527,173,14.9086,1009.02
Clear,rain,13.1166666666667,0.96,3.059,159,8.05,1007.66
Overcast,rain,15.3722222222222,0.93,6.1502,120,11.9784,1008.17
Overcast,rain,15.3277777777778,0.9,3.22,131,11.9784,1008.07
Overcast,rain,16.0666666666667,0.88,10.8031,141,9.982,1008.21
Overcast,rain,15.9555555555556,0.93,11.8335,239,7.1323,1008.83
Mostly Cloudy,rain,15.9277777777778,0.93,5.1198,239,7.9695,1008.22
Mostly Cloudy,rain,16.9611111111111,0.94,4.83,103,10.8353,1008.79
Mostly Cloudy,rain,18.6611111111111,0.85,12.2521,109,11.1251,1008.75
Mostly Cloudy,rain,19.7666666666667,0.75,10.7387,110,11.27,1008.58
Mostly Cloudy,rain,21.8555555555556,0.66,11.3988,84,11.4471,1008.14
Partly Cloudy,rain,22.6111111111111,0.63,9.2253,99,11.27,1007.61
Mostly Cloudy,rain,23.6333333333333,0.66,15.0696,90,11.27,1006.92
Mostly Cloudy,rain,22.45,0.67,7.8729,59,11.4471,1005.91
Mostly Cloudy,rain,15.35,0.87,18.8531,291,6.3434,1005.36
Mostly Cloudy,rain,17.2333333333333,0.81,5.0876,274,11.1251,1005.96
Mostly Cloudy,rain,19.9722222222222,0.72,10.2235,338,10.4006,1005.92
Partly Cloudy,rain,19.8722222222222,0.68,11.8496,319,11.27,1006.46
Partly Cloudy,rain,18.7833333333333,0.78,7.6314,319,11.2056,1006.76
Partly Cloudy,rain,17.7111111111111,0.88,3.4937,358,11.4471,1007.24
Partly Cloudy,rain,14.8555555555556,1,3.2844,102,10.0464,1006.79
Partly Cloudy,rain,15.3666666666667,0.96,6.1502,61,15.8746,1007.46
Partly Cloudy,rain,15.2333333333333,0.93,3.1717,67,13.8943,1007.86
Clear,rain,13.7,1,3.2039,139,7.7441,1007.87
Clear,rain,13.7,0.96,6.2951,132,7.728,1007.57
Clear,rain,12.5,0.99,9.016,178,8.2593,1006.39
Clear,rain,12.7055555555556,0.96,10.787,149,9.5473,1007.56
Clear,rain,12.6833333333333,0.96,3.22,120,9.8532,1007.17
Partly Cloudy,rain,12.7388888888889,0.96,6.4561,105,6.6976,1006.96
Partly Cloudy,rain,13.6833333333333,0.93,7.7763,129,6.8264,1006.67
Mostly Cloudy,rain,14.75,0.88,7.8729,117,9.5634,1006.39
Mostly Cloudy,rain,15.8944444444444,0.88,9.821,87,9.7888,1006.3
Mostly Cloudy,rain,17.6611111111111,0.85,10.5938,117,9.9015,1006.35
Mostly Cloudy,rain,17.8444444444445,0.84,12.3487,127,10.0464,1006.05
Mostly Cloudy,rain,19.8666666666667,0.78,15.3433,101,11.4471,1005.77
Partly Cloudy,rain,20.0222222222222,0.78,23.0713,129,11.27,1005.74
Partly Cloudy,rain,20.1444444444444,0.73,20.1411,111,11.27,1005.14
Partly Cloudy,rain,20.9666666666667,0.71,20.5114,134,11.4471,1004.75
Partly Cloudy,rain,21.0333333333333,0.6,20.1411,150,11.27,1004.34
Partly Cloudy,rain,22.4722222222222,0.55,15.1662,169,11.27,1003.78
Partly Cloudy,rain,21.6722222222222,0.58,15.3755,177,11.2861,1003.39
Mostly Cloudy,rain,15.9944444444444,0.82,25.8083,250,10.948,1004.08
Partly Cloudy,rain,15.9722222222222,0.88,8.0178,233,11.0446,1004.09
Mostly Cloudy,rain,15.0222222222222,0.89,8.4525,221,9.8371,1004.74
Partly Cloudy,rain,12.8,1,9.4185,201,9.9015,1005.42
Mostly Cloudy,rain,13.7944444444444,0.96,10.5133,162,14.812,1005.56
Partly Cloudy,rain,13.5333333333333,0.96,6.6332,173,14.0875,1005.98
Clear,rain,12.6888888888889,0.96,10.7226,190,9.7566,1006.14
Clear,rain,13.2166666666667,1,10.9158,201,7.9051,1006.14
Clear,rain,11.9166666666667,0.96,6.762,215,14.168,1006.65
Clear,rain,12.0833333333333,0.96,10.7065,181,7.9695,1006.23
Clear,rain,12.1277777777778,0.96,10.8353,192,8.05,1006.32
Partly Cloudy,rain,12.3,0.99,13.685,204,7.5509,1006.27
Mostly Cloudy,rain,12.7111111111111,1,14.0231,201,8.05,1006.42
Mostly Cloudy,rain,13.7722222222222,0.93,7.9373,182,9.9015,1006.91
Mostly Cloudy,rain,15.1166666666667,0.92,12.9766,202,9.982,1006.95
Partly Cloudy,rain,17.6333333333333,0.78,17.227,221,10.0464,1006.9
Partly Cloudy,rain,18.8388888888889,0.65,21.9926,230,11.27,1006.62
Partly Cloudy,rain,19.9222222222222,0.63,24.1661,231,11.4471,1006.75
Partly Cloudy,rain,19.9555555555556,0.61,20.3021,241,11.27,1006.74
Partly Cloudy,rain,21.0611111111111,0.57,17.4363,239,11.27,1006.52
Partly Cloudy,rain,21.1333333333333,0.53,25.0516,232,11.4471,1006.32
Partly Cloudy,rain,22.2166666666667,0.53,20.3826,230,11.27,1006.6
Partly Cloudy,rain,22.2,0.49,15.8424,220,11.27,1006.43
Partly Cloudy,rain,21.05,0.52,17.4846,230,11.2056,1006.47
Partly Cloudy,rain,20.9444444444444,0.54,14.8603,222,11.27,1006.38
Partly Cloudy,rain,18.8833333333333,0.57,15.1018,212,11.27,1006.45
Mostly Cloudy,rain,16.5055555555556,0.78,12.0911,185,11.6242,1006.95
Mostly Cloudy,rain,15.9944444444444,0.79,8.6135,318,11.27,1007.36
Partly Cloudy,rain,15.3944444444444,0.79,6.44,210,15.8263,1007.87
Partly Cloudy,rain,14.3111111111111,0.84,9.821,332,14.9569,1008.09
Clear,rain,13.6777777777778,0.87,6.2629,29,15.8263,1007.58
Partly Cloudy,rain,12.5888888888889,0.91,3.2522,60,15.8263,1007.4
Mostly Cloudy,rain,10.7777777777778,0.96,22.2019,198,14.0231,995.14
Clear,rain,11.5277777777778,0.94,3.7835,26,9.982,1006.4
Partly Cloudy,rain,10.9944444444444,0.96,6.0375,107,7.2128,1006.37
Mostly Cloudy,rain,11.5888888888889,0.93,10.9641,24,7.2772,1004.87
Mostly Cloudy,rain,12.6388888888889,0.96,20.1089,30,9.9015,1003.75
Partly Cloudy,rain,13.7277777777778,0.9,17.4041,31,9.982,1002.56
Overcast,rain,14.8,0.84,14.5061,34,9.982,1002.01
Overcast,rain,14.8444444444444,0.84,12.5258,31,11.2056,1000.78
Overcast,rain,14.8888888888889,0.87,11.4954,49,5.2164,1000.68
Overcast,rain,13.85,0.94,20.5919,48,4.4597,999.37
Overcast,rain,14.8611111111111,0.94,17.4202,48,6.118,998.29
Mostly Cloudy,rain,14.8611111111111,0.94,15.8746,48,4.4919,997.63
Overcast,rain,14.8944444444444,0.94,23.1035,41,3.8962,996.06
Foggy,rain,14.9555555555556,0.93,25.116,50,3.1073,995.04
Foggy,rain,14.9555555555556,0.93,14.6832,87,3.0751,994.03
Overcast,rain,15.0833333333333,0.99,21.091,70,8.0822,993.24
Partly Cloudy,rain,15.95,0.94,11.4793,89,5.9087,992.28
Partly Cloudy,rain,17.0166666666667,0.93,12.558,110,7.9051,991.41
Mostly Cloudy,rain,16.9,0.89,15.9229,152,7.9051,991.96
Mostly Cloudy,rain,15.9944444444444,0.88,9.1448,177,7.9695,991.75
Mostly Cloudy,rain,14.8444444444444,0.93,16.0678,169,7.9695,992.2
Overcast,rain,13.2722222222222,0.94,24.8101,176,11.5276,992.64
Overcast,rain,12.1777777777778,0.96,24.311,190,11.8979,992.63
Overcast,rain,11.6222222222222,0.94,24.2949,189,14.9569,992.69
Breezy and Overcast,rain,10.1611111111111,0.9,31.2984,293,10.0303,999.98
Mostly Cloudy,rain,10.5333333333333,0.93,27.048,200,14.7315,992.77
Mostly Cloudy,rain,10.0277777777778,0.94,23.8441,190,15.6492,992.63
Overcast,rain,9.58333333333333,0.96,26.4523,197,15.0052,992.24
Mostly Cloudy,rain,9.91111111111111,1,24.7296,211,6.118,991.62
Foggy,rain,9.93888888888889,1,23.5865,242,3.2039,991.51
Foggy,rain,9.73333333333334,1,24.7135,270,3.1717,992.72
Breezy and Foggy,rain,9.91666666666667,0.94,31.7814,282,1.932,993.95
Foggy,rain,8.8,0.94,23.7958,283,2.6404,995.12
Overcast,rain,8.73333333333333,0.93,28.4004,279,3.4776,996.7
Breezy and Overcast,rain,8.82222222222222,0.93,34.8243,291,4.2021,997.7
Foggy,rain,8.82222222222222,0.93,27.4344,292,3.2039,998.77
Foggy,rain,8.76666666666667,0.93,28.0784,280,2.9302,999.99
Foggy,rain,8.8,0.93,25.5507,273,2.737,1000.56
Foggy,rain,7.80555555555555,0.96,25.6634,273,2.737,1001.23
Overcast,rain,7.81666666666667,0.96,26.9192,272,3.3166,1001.82
Overcast,rain,7.82777777777778,0.96,25.2126,273,3.2361,1001.72
Overcast,rain,7.82777777777778,1,22.0087,263,8.05,1001.82
Overcast,rain,8.30555555555556,0.96,21.5579,271,6.9391,1001.89
Overcast,rain,8.84444444444445,0.94,22.3629,274,4.6207,1001.93
Overcast,rain,8.86666666666667,0.96,21.2198,283,4.669,1002.13
Overcast,rain,8.83888888888889,0.97,21.2842,281,7.567,1002.15
Overcast,rain,9.42222222222222,0.93,26.3718,292,6.3434,1001.85
Breezy and Overcast,rain,9.93333333333333,0.89,32.2161,301,10.0464,1001.38
Mostly Cloudy,rain,8.82777777777778,0.84,20.5919,298,14.0553,1008.88
Breezy and Overcast,rain,9.37777777777778,0.93,35.098,301,9.9015,1001.51
Breezy and Overcast,rain,9.37777777777778,0.89,39.6543,301,8.05,1001.91
Breezy and Overcast,rain,8.82222222222222,0.94,33.1982,310,5.5062,1002.29
Breezy and Mostly Cloudy,rain,8.84444444444445,0.93,36.6919,301,11.27,1002.79
Breezy and Overcast,rain,8.84444444444445,0.93,36.9173,301,11.27,1003.31
Breezy and Overcast,rain,9.75555555555556,0.88,35.5166,302,11.0768,1004
Windy and Overcast,rain,9.91111111111111,0.86,41.538,311,11.27,1004.52
Breezy and Overcast,rain,8.89444444444444,0.93,36.6597,302,11.27,1005.11
Breezy and Overcast,rain,9.75,0.84,34.132,304,11.0768,1006.21
Breezy and Overcast,rain,9.95555555555556,0.83,38.4307,311,11.27,1006.79
Breezy and Overcast,rain,9.95555555555556,0.83,38.3019,311,11.27,1007.39
Breezy and Overcast,rain,9.91666666666667,0.78,39.2518,303,11.0768,1008.01
Windy and Overcast,rain,9.98333333333333,0.77,44.1462,311,11.27,1008.38
Breezy and Overcast,rain,9.93888888888889,0.77,35.1785,302,11.27,1008.49
Overcast,rain,9.83888888888889,0.83,28.3038,304,11.0768,1008.82
Overcast,rain,9.96111111111111,0.77,28.9156,311,11.27,1008.76
Overcast,rain,9.93333333333333,0.77,25.7761,311,11.2056,1008.84
Overcast,rain,8.88888888888889,0.82,22.0248,311,9.982,1009.24
Overcast,rain,8.88888888888889,0.83,22.5239,301,11.2056,1009.63
Overcast,rain,8.88888888888889,0.8,25.3414,301,15.8263,1010.12
Overcast,rain,8.87777777777777,0.8,17.4363,302,14.9569,1010.38
Overcast,rain,8.86111111111111,0.8,21.091,301,15.8263,1010.11
Mostly Cloudy,rain,8.91111111111111,0.8,20.769,301,15.8263,1010.02
Overcast,rain,9.32777777777778,0.81,20.0606,302,14.9569,1014.4
Mostly Cloudy,rain,8.95555555555556,0.83,20.9783,301,15.8263,1009.91
Mostly Cloudy,rain,8.4,0.86,17.8871,291,15.8263,1009.69
Mostly Cloudy,rain,8.36666666666667,0.88,19.481,291,14.9569,1009.39
Mostly Cloudy,rain,8.98333333333333,0.88,25.9532,292,11.2056,1009.41
Breezy and Mostly Cloudy,rain,11.0388888888889,0.72,33.2143,310,11.2056,1009.15
Breezy and Partly Cloudy,rain,11.9,0.73,34.8887,311,11.0768,1009.43
Breezy and Mostly Cloudy,rain,12.1277777777778,0.67,34.6794,320,11.27,1009.65
Breezy and Mostly Cloudy,rain,12.1777777777778,0.67,35.0336,320,11.27,1009.95
Mostly Cloudy,rain,12.05,0.72,27.0802,329,11.4471,1010.48
Breezy and Mostly Cloudy,rain,12.2222222222222,0.74,29.1249,321,11.27,1010.83
Breezy and Mostly Cloudy,rain,12.1722222222222,0.74,30.4612,311,11.27,1011.25
Mostly Cloudy,rain,12.0944444444444,0.73,27.4666,313,11.4471,1011.77
Breezy and Mostly Cloudy,rain,12.1277777777778,0.73,30.7349,321,11.27,1012.25
Mostly Cloudy,rain,12.1944444444444,0.74,26.2591,311,11.27,1012.64
Overcast,rain,12.15,0.72,26.4362,312,11.4471,1013.14
Overcast,rain,11.1555555555556,0.8,28.6258,311,11.2056,1013.6
Overcast,rain,11.0888888888889,0.8,27.048,311,11.2056,1013.83
Mostly Cloudy,rain,11.0277777777778,0.77,23.1679,302,11.0285,1014.11
Overcast,rain,11.0888888888889,0.77,27.1607,311,11.2056,1014.54
Overcast,rain,10.5111111111111,0.77,28.497,311,15.8263,1015.03
Overcast,rain,10.0166666666667,0.79,24.5686,311,4.3631,1015.23
Overcast,rain,10,0.8,20.93,302,3.3649,1015.34
Overcast,rain,9.42222222222222,0.8,20.8495,301,15.8263,1015.42
Overcast,rain,9.85,0.87,12.2038,310,14.168,1019
Overcast,rain,8.88888888888889,0.8,20.5275,300,15.8263,1015.42
Overcast,rain,8.31111111111111,0.83,20.5436,300,15.8263,1015.33
Overcast,rain,8.31111111111111,0.83,17.1948,302,15.3111,1015.29
Mostly Cloudy,rain,8.86666666666667,0.83,20.2055,300,9.982,1015.4
Mostly Cloudy,rain,8.96111111111111,0.83,17.871,301,9.982,1015.6
Overcast,rain,9.86666666666667,0.78,20.1089,310,11.4471,1016.06
Mostly Cloudy,rain,10.0277777777778,0.77,25.3092,311,11.27,1016.5
Mostly Cloudy,rain,12.1777777777778,0.72,25.1804,310,11.27,1016.78
Mostly Cloudy,rain,12.0722222222222,0.74,20.7851,312,11.4471,1017.05
Mostly Cloudy,rain,12.7777777777778,0.71,18.1447,301,11.27,1017.09
Mostly Cloudy,rain,12.7777777777778,0.71,20.9783,301,11.27,1017.38
Mostly Cloudy,rain,13.6333333333333,0.71,17.3719,318,11.4471,1017.52
Mostly Cloudy,rain,12.7777777777778,0.71,23.6831,320,11.27,1017.5
Mostly Cloudy,rain,13.8166666666667,0.67,20.3504,310,11.27,1017.68
Mostly Cloudy,rain,13.7166666666667,0.67,22.1536,313,11.4471,1017.8
Mostly Cloudy,rain,12.7555555555556,0.72,15.617,303,11.27,1017.98
Mostly Cloudy,rain,12.7555555555556,0.72,12.6546,311,11.27,1018.29
Overcast,rain,12.1833333333333,0.74,9.5151,304,11.4471,1018.61
Overcast,rain,12.15,0.79,11.2217,320,11.27,1019.01
Overcast,rain,11.1111111111111,0.88,6.7781,321,15.8746,1019.51
Overcast,rain,10.6222222222222,0.91,6.8586,297,15.3111,1019.59
Partly Cloudy,rain,15.3277777777778,0.78,6.279,171,14.9086,1011.27
Mostly Cloudy,rain,14.8222222222222,0.8,6.3595,164,14.9086,1011.55
Mostly Cloudy,rain,17.6111111111111,0.66,10.3362,82,14.9569,1010.06
Mostly Cloudy,rain,12.4277777777778,0.85,10.7226,210,11.9784,1011.71
Mostly Cloudy,rain,12.8055555555556,0.83,10.948,161,11.9784,1011.63
Mostly Cloudy,rain,12.6388888888889,0.81,9.5956,187,11.6886,1011.73
Mostly Cloudy,rain,12.7666666666667,0.83,4.8139,209,11.2056,1011.84
Overcast,rain,13.9388888888889,0.82,9.4668,164,9.982,1011.95
Mostly Cloudy,rain,17.7111111111111,0.7,8.9355,218,10.3523,1012.45
Mostly Cloudy,rain,19.7722222222222,0.61,9.9981,241,9.982,1012.47
Overcast,rain,19.7722222222222,0.54,11.5115,269,9.982,1012.97
Overcast,rain,18.9722222222222,0.56,10.7226,289,10.4006,1013.64
Overcast,rain,19.9055555555556,0.54,5.0393,241,9.982,1013.36
Overcast,rain,21.0388888888889,0.53,4.83,221,9.982,1013.32
Overcast,rain,22.1666666666667,0.47,1.1109,131,10.3523,1012.88
Overcast,rain,22.7055555555556,0.48,4.6529,137,9.982,1012.33
Mostly Cloudy,rain,22.8444444444444,0.44,7.6314,145,9.982,1011.63
Mostly Cloudy,rain,23.8277777777778,0.44,2.8014,235,10.3523,1010.93
Mostly Cloudy,rain,22.7777777777778,0.48,4.8944,123,9.982,1010.63
Mostly Cloudy,rain,22.15,0.5,9.1287,93,9.982,1010.24
Mostly Cloudy,rain,20.9222222222222,0.54,8.6296,45,10.3523,1010.16
Mostly Cloudy,rain,19.8166666666667,0.58,9.2253,72,9.982,1010.46
Mostly Cloudy,rain,19.7,0.57,6.1502,70,15.8263,1010.57
Overcast,rain,19.1,0.62,10.4006,84,14.9569,1010.65
Overcast,rain,10.5111111111111,0.86,11.3827,311,15.8746,1019.69
Overcast,rain,10.4888888888889,0.86,10.948,300,15.8263,1019.59
Foggy,rain,10.0166666666667,0.98,3.8157,319,2.5599,1018.8
Mostly Cloudy,rain,9.97777777777778,0.89,6.4883,302,15.8263,1019.49
Mostly Cloudy,rain,9.42222222222222,0.93,6.5527,303,15.8263,1019.29
Overcast,rain,9.42222222222222,0.93,6.6654,303,14.9569,1019.31
Mostly Cloudy,rain,9.97777777777778,0.93,9.3702,321,11.27,1019.59
Mostly Cloudy,rain,10.0277777777778,0.92,9.2414,320,10.0464,1019.61
Mostly Cloudy,rain,11.0555555555556,0.87,8.2271,346,11.0768,1019.89
Mostly Cloudy,rain,13.6833333333333,0.78,3.7674,345,11.27,1019.92
