fraud,transaction_amount,transaction_hour,num_transactions_24h,distance_from_home,merchant_risk_score,is_international,card_present,online_order,new_device,account_age_days,customer_tenure_months,prior_chargebacks,failed_login_attempts,billing_shipping_mismatch,high_risk_country,merchant_category_risk,weekend_transaction,customer_avg_transaction_amount,amount_to_avg_ratio,days_since_last_transaction,num_cards_on_account,ip_risk_score,velocity_score,browser_language_risk,screen_resolution_score,customer_age,loyalty_points_balance,email_domain_age_days,app_version_score,random_marketing_score
0,25.42,18,4,32.48,11.19,0,1,0,0,346,11.5,0,1,0,0,3.32,0,41.93,0.61,11,1,76.07,64.69,4.43,5.04,19,27526,4575,1.84,96.86
0,73.71,16,1,14.7,21.69,0,0,1,0,2423,80.8,0,0,0,0,8.19,0,12.33,5.98,67,2,64.15,18.54,8.3,1.95,67,40456,227,6.81,65.71
0,95.44,4,2,32.42,49.99,0,0,1,0,557,18.6,0,0,0,0,3.33,0,62.38,1.53,3,2,77.69,17.33,0.5,7.85,62,16149,888,6.55,18.86
0,6.55,18,4,53.78,14.81,0,0,1,0,3468,115.6,0,1,0,0,7.21,0,40.94,0.16,33,1,75.93,65.89,5.99,8.51,42,14672,3321,2.91,37.62
0,15.29,21,6,15.93,5.06,0,1,0,0,2328,77.6,2,1,0,0,4.75,0,19.48,0.78,51,1,69.94,90.88,1.38,7.73,71,33086,3066,3.46,57.19
0,126.37,5,6,13.0,71.0,0,1,0,0,3056,101.9,0,0,0,0,4.68,0,25.35,4.99,76,2,71.02,89.29,3.85,6.18,40,41573,2425,4.98,10.9
0,24.77,3,3,22.07,55.45,1,1,0,0,457,15.2,0,2,0,0,4.33,0,44.13,0.56,36,2,49.04,51.45,4.03,2.1,18,882,2586,6.3,78.42
0,79.0,14,2,20.25,68.78,0,0,1,0,501,16.7,0,4,0,0,8.34,1,32.66,2.42,31,3,1.37,46.21,3.95,1.74,34,18900,3970,6.07,20.2
0,18.93,12,3,2.35,19.11,0,1,0,0,2741,91.4,0,1,0,0,9.88,0,15.91,1.19,39,1,6.82,51.43,3.46,8.3,75,29972,1655,7.27,30.71
0,62.02,16,3,15.38,69.52,0,1,0,1,2800,93.3,1,1,0,0,9.52,0,35.99,1.72,87,1,52.5,44.44,1.45,1.45,39,24339,2050,9.27,92.34
0,92.25,23,4,56.9,83.42,0,1,0,0,874,29.1,0,0,0,0,7.4,0,44.51,2.07,77,3,17.07,66.25,6.0,7.85,61,49997,2490,6.01,96.53
0,52.86,18,5,31.95,8.82,1,0,1,0,700,23.3,0,0,0,0,7.92,0,9.38,5.64,59,1,66.9,71.33,8.7,5.37,67,30724,3138,3.36,13.6
0,26.82,2,3,3.84,83.19,0,0,1,0,1737,57.9,3,0,0,0,6.14,0,101.38,0.26,54,1,79.0,40.48,0.4,9.24,31,44117,3231,2.32,51.54
0,29.95,15,1,16.25,25.17,0,1,0,0,2242,74.7,2,1,0,0,7.49,0,58.33,0.51,72,2,67.02,18.49,4.55,7.85,48,19856,711,8.12,95.25
0,18.19,11,4,5.82,14.97,0,0,1,0,810,27.0,0,1,0,0,2.08,0,46.26,0.39,72,1,70.07,65.94,5.21,7.32,78,14796,1126,9.32,76.82
1,77.23,4,3,85.06,84.64,0,1,0,1,974,32.5,0,0,0,0,6.37,0,36.91,2.09,48,1,83.33,43.24,4.69,8.02,61,23320,1795,2.89,14.78
0,29.47,5,5,16.97,76.18,0,0,1,0,3119,104.0,1,0,0,0,2.2,0,15.96,1.85,44,1,76.74,77.54,5.46,7.72,77,32920,4156,8.43,29.59
0,47.31,22,4,52.26,40.65,0,1,0,0,1143,38.1,0,0,0,0,9.14,0,55.03,0.86,75,1,69.6,72.47,9.43,2.19,56,16098,4085,1.16,28.25
0,37.92,22,5,17.5,88.64,1,1,0,0,1670,55.7,0,0,0,0,6.84,0,47.39,0.8,48,1,37.04,72.28,8.41,9.0,39,36200,83,1.5,43.8
0,23.22,15,2,14.14,66.51,1,1,0,1,384,12.8,0,2,0,0,7.91,0,76.4,0.3,73,2,46.94,33.47,4.82,9.2,68,46930,4341,4.5,1.31
0,11.53,23,4,15.16,14.34,0,1,0,0,3617,120.6,1,0,0,1,5.79,0,25.79,0.45,11,2,49.48,63.9,7.27,8.32,59,48516,1712,1.47,13.67
0,28.86,7,1,26.35,47.62,0,1,0,0,854,28.5,0,1,0,0,9.61,1,26.08,1.11,78,3,23.04,25.92,1.18,6.48,58,18761,1869,2.99,95.0
0,10.54,20,7,4.82,6.36,1,1,0,0,3362,112.1,0,0,0,0,6.85,0,28.5,0.37,53,1,35.62,100.0,6.38,6.66,70,16710,851,2.91,74.0
0,87.04,10,4,0.73,0.52,0,1,0,0,1363,45.4,0,1,0,1,5.92,0,51.66,1.68,65,4,56.91,63.85,0.14,8.75,62,31194,4205,4.1,19.51
0,28.85,11,2,46.42,27.74,0,1,0,0,288,9.6,1,1,0,1,4.26,0,36.06,0.8,14,2,48.83,44.79,8.6,5.61,44,21656,2637,9.34,44.53
0,24.33,16,3,44.39,98.62,0,1,0,1,813,27.1,0,0,0,0,1.59,0,16.49,1.48,42,1,70.4,47.15,1.54,1.04,74,35917,1277,1.53,93.81
1,9.07,20,1,61.6,60.7,1,1,0,0,1460,48.7,0,1,0,1,6.33,0,20.29,0.45,44,1,95.26,6.18,0.63,9.1,62,10041,2256,1.42,36.17
0,174.11,2,1,93.66,14.24,0,1,0,0,1723,57.4,2,1,0,0,1.92,0,61.18,2.85,76,2,12.53,31.24,1.51,5.8,71,16055,831,6.8,15.84
0,32.75,10,2,52.76,28.02,0,0,1,0,1138,37.9,0,1,0,0,4.8,0,19.81,1.65,21,2,30.07,33.82,3.08,7.96,37,43152,1246,3.66,50.39
0,43.16,6,4,15.61,29.79,1,1,0,0,3279,109.3,0,1,0,0,7.21,0,17.41,2.48,14,3,32.99,51.29,0.48,4.45,34,5641,1719,8.67,17.81
0,46.44,20,3,78.45,61.28,0,0,1,1,2637,87.9,0,1,0,0,2.92,0,19.87,2.34,79,1,38.81,49.15,6.51,9.68,31,5302,3674,5.4,84.64
0,63.67,0,2,43.71,7.04,1,1,0,0,1079,36.0,0,1,0,0,8.07,0,37.16,1.71,66,2,60.33,30.34,4.59,4.23,34,44235,419,6.51,87.96
0,13.49,14,4,22.08,34.04,0,1,0,0,1732,57.7,0,0,0,0,2.01,1,33.78,0.4,20,1,27.13,62.23,1.15,1.25,22,27368,1601,7.3,73.06
1,8.03,8,4,0.65,41.36,1,0,1,0,1582,52.7,1,1,1,0,8.16,1,14.38,0.56,88,1,73.14,78.94,6.11,1.81,76,13835,2532,8.25,25.25
0,21.26,18,3,1.35,84.62,1,1,0,1,3511,117.0,0,0,0,0,5.26,0,45.87,0.46,61,1,39.0,63.83,1.5,2.13,51,14011,4473,8.5,71.54
0,87.85,0,4,30.13,16.45,0,1,0,1,3455,115.2,0,0,0,0,6.08,0,35.45,2.48,45,1,88.66,57.99,8.08,2.5,62,3306,482,6.08,33.4
0,64.69,6,2,13.52,0.49,1,1,0,0,623,20.8,0,1,0,0,9.68,1,91.55,0.71,16,1,57.74,45.56,0.97,1.91,34,27421,678,1.14,1.81
0,91.43,21,0,7.89,60.12,1,0,1,0,1887,62.9,0,1,0,0,9.52,0,51.19,1.79,52,1,41.35,0.0,9.83,0.25,22,44268,221,7.69,62.11
0,57.8,6,3,10.61,95.73,0,0,1,0,2200,73.3,0,1,0,0,2.84,0,92.48,0.62,22,1,95.74,40.65,3.72,8.65,59,10093,3987,1.11,33.35
0,25.6,16,3,34.98,18.25,0,0,1,0,1103,36.8,0,0,0,0,6.7,0,26.27,0.97,3,1,25.81,42.33,6.97,3.35,49,39521,4998,1.95,66.46
0,28.59,21,0,7.99,59.5,1,1,0,1,1044,34.8,1,0,0,0,8.45,0,24.91,1.15,70,3,42.72,1.34,0.96,0.86,61,7976,2205,4.0,13.16
0,24.6,10,3,15.64,22.45,1,1,0,0,3050,101.7,0,0,0,1,7.5,0,41.89,0.59,26,4,45.94,44.01,0.17,3.85,38,5702,469,2.68,29.23
0,93.49,20,2,11.16,33.76,0,0,1,1,1861,62.0,0,2,0,0,8.29,1,50.66,1.85,1,2,9.18,26.34,0.83,1.44,30,43382,3815,1.84,63.95
0,83.35,21,5,28.46,47.76,1,1,0,1,1847,61.6,0,3,0,1,6.28,1,29.65,2.81,23,3,40.66,75.86,8.47,4.98,60,10819,4725,9.31,55.08
0,44.16,15,3,0.95,59.28,0,1,0,0,2943,98.1,0,0,0,0,7.97,0,30.58,1.44,1,2,7.36,49.93,4.01,4.17,30,43853,4245,3.67,12.64
0,18.51,6,2,31.26,33.34,0,1,0,0,2140,71.3,0,3,0,1,8.09,1,26.59,0.7,86,3,15.78,30.59,5.23,7.16,32,23144,4780,6.21,11.59
0,36.3,22,3,19.47,58.88,0,1,0,0,1536,51.2,0,1,1,0,5.68,0,54.14,0.67,39,1,88.81,48.44,7.51,5.66,41,11722,26,4.28,70.78
0,166.94,9,3,17.25,40.16,1,1,0,0,114,3.8,0,0,0,0,8.8,0,15.27,10.93,38,1,74.98,40.5,5.33,0.53,28,6077,1621,1.82,28.24
0,22.25,2,1,76.87,34.53,0,1,0,0,2346,78.2,0,1,0,0,7.19,0,34.47,0.65,72,1,84.2,14.26,5.07,6.53,36,22518,4440,6.7,36.91
0,7.99,20,4,24.66,2.99,1,1,0,0,1862,62.1,1,0,0,0,3.39,0,15.17,0.53,89,1,11.51,75.84,0.33,6.63,69,22661,4658,8.66,96.55
0,548.51,6,5,107.6,6.89,0,0,1,0,1059,35.3,0,2,1,0,7.84,0,23.24,23.6,30,1,5.76,77.94,0.5,7.49,37,1851,1277,6.13,85.59
0,99.12,13,4,8.02,5.31,0,1,0,0,1415,47.2,1,0,0,0,8.16,0,35.13,2.82,12,2,14.8,53.62,5.84,4.54,65,16565,2170,8.2,4.57
0,12.68,11,2,35.86,20.83,0,0,1,1,824,27.5,0,0,0,0,8.37,1,32.11,0.39,24,1,13.23,32.1,6.79,4.62,51,30114,1562,2.45,51.8
0,26.47,20,5,50.52,57.62,0,1,0,1,2961,98.7,0,4,0,0,2.79,1,19.89,1.33,30,2,37.66,79.58,7.52,2.33,66,10814,2747,6.85,0.44
0,37.62,23,2,13.59,53.05,0,1,0,0,2478,82.6,0,0,1,0,4.68,0,14.64,2.57,29,2,14.99,32.88,0.97,4.1,60,21879,49,5.89,17.28
0,24.9,8,2,0.72,80.99,1,1,0,0,598,19.9,1,1,0,0,5.11,1,51.5,0.48,68,1,69.69,27.29,4.17,3.66,42,40385,2242,6.24,15.36
0,47.89,5,2,20.1,80.94,0,1,0,0,1766,58.9,1,1,1,0,7.68,0,27.12,1.77,49,1,60.19,40.24,9.0,1.04,47,2074,4482,2.62,21.29
1,65.37,13,1,42.79,60.97,1,0,1,0,1304,43.5,0,0,1,0,4.71,0,24.82,2.63,67,3,79.05,12.19,4.73,2.86,65,47035,4060,3.92,91.81
0,63.9,13,1,18.53,95.64,0,1,0,0,1962,65.4,1,0,1,0,7.5,0,69.15,0.92,71,1,17.62,26.42,2.95,0.61,36,5056,4387,5.97,83.42
0,38.14,4,4,35.89,65.75,0,1,0,0,1414,47.1,0,0,0,0,8.49,0,27.83,1.37,77,1,42.44,59.25,6.5,5.46,60,16832,2339,6.22,92.22
0,54.1,15,0,102.7,29.13,1,0,1,0,2164,72.1,0,2,0,0,4.65,0,11.1,4.87,13,1,92.36,0.0,1.79,9.7,49,33380,4367,4.54,34.55
0,146.98,22,2,56.61,90.28,0,1,0,0,2336,77.9,0,1,0,1,8.47,0,36.87,3.99,74,1,53.6,30.06,2.28,3.01,43,15263,4309,3.41,2.46
0,7.77,3,4,5.69,90.93,1,1,0,0,2895,96.5,0,0,0,0,5.94,0,22.9,0.34,58,2,17.74,64.81,5.37,3.54,78,8383,4633,2.71,45.18
1,27.25,19,6,8.1,92.21,0,0,1,1,1203,40.1,0,1,1,0,5.27,0,19.7,1.38,38,4,52.47,74.11,3.19,1.07,60,45404,3474,8.92,21.62
0,69.39,7,3,0.71,65.04,0,0,1,1,434,14.5,0,2,0,0,9.58,1,42.08,1.65,5,2,28.54,48.27,2.39,7.95,43,40256,1220,9.47,63.77
0,65.4,15,8,2.16,7.42,0,0,1,0,3508,116.9,0,0,0,0,2.75,1,64.53,1.01,34,1,9.64,100.0,8.67,7.58,53,20364,4975,9.43,22.72
0,24.98,12,2,20.75,30.04,0,0,1,0,3317,110.6,0,1,0,0,4.71,0,38.28,0.65,71,2,58.96,48.05,7.27,5.81,25,46015,3602,9.52,21.5
0,38.32,18,4,2.79,64.01,0,1,0,0,1712,57.1,0,1,0,1,2.99,1,34.92,1.1,78,1,15.43,60.35,6.79,2.66,47,6244,1802,1.65,14.01
0,102.55,9,4,18.12,59.65,0,0,1,1,2078,69.3,0,0,0,0,1.93,1,70.03,1.46,54,2,52.0,53.15,8.42,9.83,32,13751,165,6.63,13.68
0,106.14,11,4,46.61,66.12,1,1,0,0,1904,63.5,1,1,0,1,9.55,1,39.58,2.68,83,1,1.77,54.02,0.18,5.65,40,24677,1916,6.55,16.67
0,13.09,22,4,19.16,20.61,0,1,0,1,3569,119.0,0,1,0,0,9.16,0,24.15,0.54,85,1,86.35,65.1,6.32,4.56,40,15773,4201,2.41,93.19
1,123.48,4,3,0.13,61.39,1,0,1,0,1880,62.7,0,2,0,0,4.58,0,22.44,5.5,60,1,46.85,51.49,1.31,0.02,79,1812,4463,1.49,12.03
0,43.94,6,2,29.25,45.54,0,1,0,0,1978,65.9,0,0,0,0,7.95,0,27.48,1.6,45,1,38.14,45.3,4.45,0.11,43,42804,447,6.24,63.56
0,17.12,22,2,53.0,45.77,1,0,1,0,532,17.7,1,2,0,0,1.74,0,55.31,0.31,75,1,65.81,21.65,6.39,6.98,35,33602,2007,1.66,97.22
0,95.87,3,3,35.01,23.42,0,1,0,0,2885,96.2,0,0,0,0,8.58,0,15.5,6.19,0,2,47.22,53.46,5.19,3.85,39,44925,3747,4.84,82.83
0,38.88,10,4,8.45,58.29,1,0,1,0,2233,74.4,0,2,0,0,6.64,0,23.79,1.63,23,1,47.74,65.17,3.91,4.73,57,619,3317,4.08,74.9
0,68.6,6,3,39.75,36.29,1,1,0,0,2970,99.0,0,1,0,0,1.23,1,33.33,2.06,59,2,74.47,54.86,3.48,9.4,70,22494,823,3.95,34.43
1,146.91,21,1,24.91,82.33,0,0,1,0,1038,34.6,1,2,0,0,8.09,1,39.28,3.74,15,2,74.98,13.92,1.52,6.83,61,33351,1990,7.32,94.84
0,112.04,12,3,1.65,43.65,0,1,0,0,3511,117.0,0,0,1,0,3.22,1,58.34,1.92,87,2,96.17,47.14,3.55,4.76,75,43312,968,6.2,7.89
0,199.25,13,3,26.71,23.82,0,1,0,0,2689,89.6,0,0,1,0,7.35,1,44.38,4.49,19,2,43.22,42.1,3.39,4.08,25,27169,2114,6.22,19.61
1,101.33,7,4,10.36,90.97,1,1,0,1,1606,53.5,1,1,0,0,4.39,1,11.12,9.11,22,3,78.67,64.84,1.31,2.47,36,31842,2314,9.98,16.42
0,52.2,1,3,34.3,61.71,0,1,0,0,3326,110.9,0,0,0,0,5.52,0,34.67,1.51,64,1,78.17,42.92,9.72,1.23,58,5418,2389,1.77,11.94
0,186.52,2,3,3.83,82.54,0,1,0,0,550,18.3,0,3,0,0,3.32,0,39.78,4.69,88,2,59.87,32.25,6.51,5.86,70,24316,4155,3.48,92.96
0,15.89,12,0,34.22,47.67,1,1,0,1,930,31.0,0,1,0,0,1.24,0,43.98,0.36,83,1,16.41,0.0,3.48,0.52,78,43184,3409,2.12,39.32
0,51.55,1,3,9.63,29.39,1,1,0,1,1956,65.2,1,0,0,0,1.83,0,27.44,1.88,29,1,9.92,40.7,5.17,0.68,78,48207,4097,3.7,82.38
0,41.52,5,5,13.46,98.69,0,1,0,1,2915,97.2,0,0,0,0,3.23,1,58.41,0.71,4,2,13.2,70.79,8.97,5.07,64,44802,591,2.09,96.88
0,164.29,11,2,22.1,34.7,0,0,1,1,2277,75.9,0,1,0,0,4.37,0,38.26,4.29,27,1,21.9,45.02,2.42,6.14,36,5205,685,2.38,52.58
0,12.81,22,3,18.36,27.25,0,0,1,0,1120,37.3,0,0,0,1,1.29,1,50.7,0.25,61,1,69.0,31.05,4.81,6.53,38,33216,668,5.0,5.53
0,295.62,8,3,28.9,89.25,0,1,0,0,202,6.7,0,0,1,0,2.12,1,79.31,3.73,17,1,32.13,43.8,1.11,7.31,43,42550,951,7.83,33.96
0,13.85,14,3,74.05,70.0,0,1,0,0,1819,60.6,0,1,0,0,6.17,1,17.43,0.79,24,3,99.4,47.11,8.19,7.67,35,3390,2236,3.8,3.15
0,46.54,22,6,21.31,54.13,0,1,0,0,2510,83.7,0,0,0,0,6.92,1,59.24,0.79,65,2,75.95,88.63,3.31,9.34,60,29604,3584,8.37,88.45
0,140.65,9,2,36.2,47.44,0,0,1,1,150,5.0,0,0,1,0,9.7,0,31.95,4.4,86,1,63.75,34.6,5.87,5.1,30,26031,3204,1.01,60.1
0,8.67,20,2,12.4,41.16,0,0,1,0,3252,108.4,0,1,0,0,5.59,0,50.01,0.17,55,1,88.81,36.94,6.48,8.08,54,38209,2671,6.61,16.05
0,100.89,18,1,1.54,3.61,0,1,0,0,1919,64.0,0,2,0,0,1.89,0,13.77,7.33,35,2,69.84,12.48,9.5,4.34,44,22083,2850,9.71,6.84
0,13.64,16,6,4.57,21.13,1,1,0,0,2676,89.2,0,0,0,0,3.97,0,84.06,0.16,48,2,30.36,93.3,5.87,0.75,36,42073,1253,6.95,1.89
0,69.15,18,0,18.13,87.77,0,1,0,0,500,16.7,1,1,0,0,3.74,0,7.38,9.37,32,1,66.13,0.0,4.01,4.03,72,19992,3744,2.9,74.83
0,22.98,2,5,27.19,97.7,0,0,1,0,3074,102.5,0,2,0,0,6.46,1,51.85,0.44,3,2,67.03,86.9,8.31,6.85,30,21184,3218,9.71,74.77
1,35.08,17,2,19.88,30.06,0,0,1,1,2493,83.1,1,0,0,0,7.72,1,35.21,1.0,49,1,32.71,23.58,1.49,8.37,18,8417,1184,4.62,4.73
0,64.1,18,3,0.79,58.73,1,1,0,0,2080,69.3,0,0,0,0,7.62,0,55.24,1.16,79,1,40.29,47.2,0.97,7.29,68,29773,3135,5.0,6.61
0,82.98,5,1,3.94,67.38,1,0,1,1,3107,103.6,0,0,0,0,10.0,0,19.52,4.25,80,2,50.17,11.44,2.34,2.65,42,19727,2082,7.14,6.47
0,67.12,7,3,45.84,81.27,0,1,0,0,106,3.5,0,2,0,0,1.9,0,15.9,4.22,3,1,69.93,47.98,5.61,8.49,27,35173,4339,7.03,65.79
0,33.35,0,3,25.77,31.28,0,1,0,0,1289,43.0,0,2,0,0,5.55,0,66.49,0.5,26,1,39.77,34.31,2.39,0.3,75,8941,2084,8.82,76.58
0,131.51,18,5,1.04,19.21,0,0,1,0,2493,83.1,0,0,0,0,5.73,0,23.78,5.53,81,2,30.99,74.84,7.1,7.97,25,49339,2295,8.72,15.8
0,12.33,1,5,7.77,42.05,1,1,0,1,3586,119.5,0,0,0,0,8.27,0,28.58,0.43,75,2,85.17,85.75,1.69,6.11,36,45000,4026,7.96,74.74
0,39.14,16,2,92.96,20.29,0,1,0,0,2448,81.6,0,2,0,0,1.39,0,12.7,3.08,44,2,70.6,25.2,9.48,1.27,22,22801,4617,1.34,12.78
0,23.11,4,2,1.14,47.22,0,1,0,0,1489,49.6,0,1,0,0,3.89,0,29.48,0.78,55,2,82.58,28.91,5.37,1.85,39,36986,2070,1.84,86.02
0,31.24,13,2,22.32,4.39,0,1,0,0,2080,69.3,1,2,0,0,9.18,0,32.69,0.96,32,4,29.43,33.15,9.25,5.48,28,5468,1887,6.31,25.05
0,153.33,12,1,13.13,68.54,0,1,0,0,532,17.7,1,2,0,0,7.51,1,32.01,4.79,27,1,57.91,17.57,9.22,5.3,37,4482,3640,9.31,31.52
0,65.31,13,6,27.07,31.37,0,1,0,0,176,5.9,0,0,0,0,3.37,0,35.06,1.86,22,1,45.12,92.69,8.77,3.86,23,15059,4378,1.16,78.36
0,44.23,16,2,10.28,7.53,0,1,0,1,785,26.2,0,0,0,0,8.64,0,12.73,3.47,23,2,36.8,36.88,7.93,1.78,48,33905,394,2.22,75.43
0,55.85,3,4,25.07,83.29,0,0,1,0,957,31.9,0,0,0,1,8.3,0,13.97,4.0,28,2,30.93,65.66,9.88,3.51,68,22360,2638,7.0,18.06
0,49.8,4,3,4.78,3.38,0,1,0,0,288,9.6,0,1,0,0,4.89,0,35.61,1.4,49,1,85.13,47.24,4.95,6.6,52,39934,3508,6.14,3.5
0,112.01,22,6,24.37,72.22,0,1,0,0,2554,85.1,0,2,0,0,9.71,0,42.8,2.62,56,2,58.02,82.68,8.85,5.95,38,17465,4987,2.31,7.45
0,20.62,0,4,5.81,11.54,0,1,0,0,742,24.7,0,1,0,0,3.19,0,70.82,0.29,6,3,12.0,68.38,0.5,7.38,55,14090,100,3.16,65.45
0,54.34,10,5,28.66,28.03,0,1,0,0,1198,39.9,2,0,1,0,3.69,0,36.52,1.49,54,1,66.27,68.53,2.93,5.86,37,34877,4070,2.0,71.7
0,27.23,6,1,18.73,9.03,0,0,1,0,2449,81.6,0,0,0,0,5.8,0,40.64,0.67,25,1,12.34,13.49,2.27,0.91,47,41121,3146,5.06,54.71
0,60.35,23,3,21.83,89.21,0,1,0,0,1129,37.6,1,1,0,0,5.46,0,12.81,4.71,19,1,59.41,51.06,9.19,6.63,50,17427,2135,4.27,98.59
0,44.28,18,1,11.34,50.44,0,0,1,0,3330,111.0,1,1,0,0,4.16,0,26.83,1.65,89,3,67.05,25.48,7.42,3.62,20,8959,2727,4.49,37.49
0,29.59,6,1,82.51,27.61,0,1,0,0,1617,53.9,0,0,0,0,1.29,0,34.42,0.86,58,2,33.58,12.03,9.58,9.75,24,28488,4574,3.17,46.9
0,118.9,1,4,2.76,78.59,0,1,0,0,1127,37.6,0,2,0,0,2.43,0,34.65,3.43,41,1,53.59,61.12,5.73,4.07,39,16053,3305,7.78,48.29
0,6.44,10,2,1.47,95.63,0,1,0,0,1962,65.4,0,0,0,0,9.97,1,34.04,0.19,47,2,72.6,31.06,6.76,7.83,66,30666,1436,1.38,92.6
0,10.81,11,5,1.73,30.01,0,0,1,0,2442,81.4,0,0,0,1,3.74,0,32.33,0.33,16,1,10.62,91.46,8.35,0.62,25,35430,4988,1.89,34.83
0,17.3,8,6,23.06,20.98,0,1,0,0,2481,82.7,0,2,1,0,3.93,0,25.67,0.67,40,2,52.64,89.73,7.81,1.69,55,27290,2774,5.48,61.59
0,40.1,19,3,8.87,73.82,0,1,0,0,2977,99.2,0,1,0,0,4.7,0,28.88,1.39,67,1,6.29,53.22,6.58,7.35,47,37420,2462,5.01,8.16
0,224.53,6,4,109.32,14.53,1,1,0,0,2904,96.8,0,1,0,0,4.48,0,35.72,6.29,56,2,58.15,70.03,1.65,2.42,38,38440,3553,1.52,21.66
1,40.31,12,2,102.51,70.85,0,0,1,1,1814,60.5,1,2,0,0,3.59,0,31.21,1.29,78,2,97.08,28.02,1.29,2.38,51,12167,4334,6.43,20.35
0,48.5,23,3,62.12,14.54,0,1,0,0,3351,111.7,2,1,0,0,3.45,0,92.74,0.52,44,2,62.99,47.6,9.62,7.89,23,16994,2772,3.3,95.25
0,18.84,8,2,11.03,88.53,0,1,0,0,3032,101.1,0,0,0,0,5.34,0,36.37,0.52,66,2,75.86,27.38,7.21,0.4,40,21183,3482,2.24,58.79
0,38.07,15,2,46.41,61.66,1,0,1,1,1248,41.6,0,0,0,0,7.24,0,39.66,0.96,50,2,16.31,30.15,6.38,3.25,23,29659,4190,1.44,53.31
0,50.8,3,2,18.59,7.68,1,1,0,0,3348,111.6,0,1,0,0,8.21,1,37.05,1.37,64,3,17.5,24.05,3.51,3.38,71,25981,4596,3.04,32.05
1,23.11,11,4,4.45,49.48,0,1,0,0,408,13.6,0,1,0,0,9.75,0,41.44,0.56,74,2,94.41,59.81,3.22,0.45,28,1409,3468,8.73,23.97
1,10.49,23,5,2.61,36.69,0,1,0,1,1183,39.4,0,1,0,0,5.95,0,31.71,0.33,15,1,15.81,68.99,5.51,0.28,69,30224,485,2.3,90.55
0,31.57,8,3,13.53,36.36,0,1,0,0,114,3.8,0,0,0,0,6.08,1,59.19,0.53,79,1,96.94,54.07,8.9,7.93,79,12737,2815,5.88,77.62
1,39.27,2,2,24.2,41.4,0,1,0,1,2428,80.9,0,2,0,0,8.9,1,20.81,1.89,41,3,83.09,18.54,2.12,0.25,26,35128,3118,3.6,59.84
0,11.99,17,4,1.34,7.22,0,0,1,1,1541,51.4,0,0,0,0,8.84,0,24.8,0.48,29,1,66.43,60.4,7.16,8.39,55,15659,2799,2.48,90.75
0,237.59,14,4,3.2,92.4,1,0,1,0,1868,62.3,0,2,0,0,3.17,0,42.72,5.56,74,2,13.33,60.63,7.54,1.04,42,5728,3564,3.73,1.39
0,30.54,6,2,49.98,5.76,0,0,1,0,622,20.7,0,0,0,0,8.01,1,41.59,0.73,61,1,7.81,27.66,6.52,9.99,72,30248,4039,3.82,16.14
0,54.56,21,3,52.91,94.72,0,1,0,1,2518,83.9,0,0,0,0,1.41,0,23.76,2.3,82,1,45.14,43.64,4.64,8.46,72,8918,2409,9.08,18.83
0,52.2,11,4,3.2,2.48,0,0,1,0,1010,33.7,0,0,0,0,2.81,1,26.64,1.96,5,1,98.8,57.55,2.86,5.8,55,3006,376,3.91,20.71
0,15.34,6,2,95.11,6.27,0,1,0,0,3489,116.3,1,0,0,0,8.88,0,12.91,1.19,5,1,46.03,26.96,4.03,9.79,69,10674,4468,5.15,40.69
0,28.94,21,3,5.13,30.61,0,1,0,0,1944,64.8,0,1,0,0,7.15,0,26.6,1.09,0,1,54.16,40.86,8.41,1.74,32,45015,2033,3.06,88.15
0,41.47,16,5,10.99,94.68,0,1,0,0,1018,33.9,0,0,1,0,6.37,0,38.29,1.08,34,1,16.8,78.13,6.16,2.88,52,16865,1531,6.84,80.07
0,13.88,10,1,11.56,71.08,1,1,0,1,3250,108.3,0,2,0,0,4.65,0,29.15,0.48,26,3,43.52,20.96,7.64,5.64,61,26734,4357,9.13,17.01
0,84.93,12,2,15.46,36.86,0,1,0,1,1739,58.0,0,0,0,0,4.67,1,16.45,5.16,45,1,3.49,34.55,9.86,6.6,31,11641,4026,2.03,90.91
0,121.31,13,2,20.61,21.22,1,0,1,0,171,5.7,0,4,0,0,1.07,0,35.83,3.39,20,2,48.86,39.4,9.46,3.04,51,14443,763,3.2,49.62
0,4.81,13,4,68.1,42.76,0,0,1,0,1299,43.3,0,1,0,0,4.01,0,37.02,0.13,60,1,37.42,81.56,0.57,0.68,59,43355,3858,9.62,68.96
0,44.49,7,4,27.35,4.62,0,1,0,0,1184,39.5,1,0,0,0,7.43,1,13.44,3.31,28,1,4.04,61.56,2.37,2.17,70,49620,3804,7.24,42.27
1,75.88,3,4,53.72,28.36,1,0,1,1,408,13.6,0,1,0,0,3.67,1,32.3,2.35,41,2,48.96,55.45,5.27,2.83,55,9885,3459,3.27,22.31
0,18.11,10,4,5.21,98.2,0,0,1,1,1620,54.0,0,1,0,0,2.26,0,26.33,0.69,7,1,94.69,54.89,0.97,8.85,33,13927,1276,7.16,80.1
0,10.62,8,2,4.59,12.26,0,0,1,1,669,22.3,0,2,0,0,1.19,0,7.84,1.35,20,2,57.35,41.95,5.74,7.13,77,21428,4759,8.87,15.17
0,321.74,10,2,4.31,15.57,1,1,0,0,726,24.2,0,0,0,0,9.71,0,25.02,12.86,87,1,18.85,35.56,0.27,8.94,41,46316,1617,3.03,35.52
