AdvertisingSpend,Price,StoreTraffic,CompetitorDistance,Region,StoreType,PromotionType,Season,Sales
31.56,15.88,1736,8.78,North,Neighborhood,Loyalty,Summer,561.17
29.67,18.17,1414,6.67,East,Neighborhood,Loyalty,Winter,302.21
22.41,12.72,1711,9.14,East,Neighborhood,Loyalty,Fall,581.61
23.83,18.41,1889,4.61,South,Neighborhood,Discount,Winter,510.1
30.59,10.08,1711,6.82,East,Outlet,Loyalty,Winter,520.36
23.79,20.81,1523,8.92,West,Neighborhood,Bundle,Fall,529.48
29.23,15.06,951,3.97,West,Flagship,None,Spring,336.94
19.62,12.61,1399,2.78,South,Flagship,Discount,Fall,513.74
32.5,13.8,1160,3.36,North,Flagship,Bundle,Fall,669.21
24.57,18.24,1245,5.13,West,Neighborhood,None,Winter,307.71
23.55,12.66,1231,5.66,West,Outlet,Bundle,Spring,458.86
11.84,12.0,959,7.09,North,Neighborhood,Bundle,Summer,517.1
24.3,14.11,519,3.09,West,Flagship,None,Fall,76.89
15.34,10.29,1099,9.1,West,Flagship,Discount,Spring,690.56
16.89,22.28,1487,16.86,East,Outlet,Bundle,Fall,278.91
15.48,12.73,793,3.53,East,Neighborhood,Discount,Fall,301.71
13.47,18.33,1407,20.0,South,Outlet,None,Fall,280.52
39.0,15.84,2255,18.3,North,Neighborhood,None,Fall,547.78
32.65,11.06,1860,5.65,South,Neighborhood,Discount,Winter,674.73
37.36,14.98,2140,5.02,West,Flagship,Loyalty,Spring,519.75
12.22,18.14,1576,3.32,North,Flagship,None,Spring,290.37
22.57,14.25,1925,10.0,South,Neighborhood,Bundle,Spring,453.73
11.65,19.77,1074,5.93,South,Outlet,None,Fall,182.03
16.43,19.09,1110,6.38,East,Neighborhood,Discount,Winter,292.6
14.65,18.68,250,2.83,West,Neighborhood,Loyalty,Fall,177.08
31.92,13.16,1934,10.19,South,Flagship,Bundle,Fall,599.57
18.83,10.68,2093,4.72,South,Outlet,None,Spring,351.72
30.55,12.55,1151,2.29,East,Outlet,Discount,Fall,568.6
26.83,15.78,1286,5.33,South,Neighborhood,None,Summer,435.04
40.43,17.18,1061,2.99,North,Outlet,Discount,Fall,509.92
10.16,6.31,1572,13.29,South,Neighborhood,Bundle,Summer,461.05
32.07,14.97,1906,18.15,North,Neighborhood,None,Fall,573.15
31.17,15.63,616,5.44,North,Neighborhood,None,Winter,239.41
14.21,13.89,1584,11.26,South,Outlet,Discount,Winter,438.17
30.06,20.17,1275,11.08,South,Neighborhood,Loyalty,Spring,303.73
24.69,16.69,1451,0.5,West,Flagship,Loyalty,Fall,284.64
20.18,20.24,1607,3.36,South,Neighborhood,None,Summer,264.87
15.41,14.14,1315,6.12,East,Outlet,Bundle,Summer,366.34
16.25,18.75,1353,4.05,East,Flagship,Discount,Fall,392.36
38.4,21.54,1304,3.15,North,Neighborhood,Discount,Summer,537.22
22.01,20.25,1837,11.57,East,Neighborhood,Bundle,Winter,487.08
28.26,10.63,1588,3.93,North,Neighborhood,Loyalty,Summer,577.0
15.67,13.99,1499,7.11,West,Neighborhood,Loyalty,Spring,397.97
15.76,13.62,828,10.92,North,Outlet,Discount,Winter,368.98
30.66,16.96,1230,13.79,South,Flagship,Discount,Winter,513.84
11.2,17.75,1804,2.3,North,Flagship,Bundle,Winter,318.61
18.68,11.64,1417,2.49,West,Flagship,None,Fall,451.56
22.27,15.27,1697,6.57,East,Outlet,Discount,Fall,460.51
22.89,6.92,2195,0.81,East,Neighborhood,Discount,Winter,750.35
20.57,20.77,1867,2.59,North,Neighborhood,Bundle,Fall,438.02
25.17,12.95,1442,12.4,East,Outlet,None,Summer,339.96
27.54,15.22,1170,8.63,North,Outlet,None,Fall,385.33
27.88,13.76,251,5.13,West,Outlet,Loyalty,Fall,262.24
14.11,19.58,1324,7.78,North,Outlet,None,Winter,267.22
19.73,5.0,1253,9.03,North,Neighborhood,Discount,Spring,833.68
31.56,14.93,1576,1.64,North,Outlet,None,Spring,315.08
29.16,14.58,1331,3.87,South,Neighborhood,None,Spring,340.93
11.02,13.19,1256,13.49,East,Outlet,None,Summer,170.3
24.81,21.9,599,6.65,North,Neighborhood,None,Fall,262.81
6.17,11.45,977,6.93,West,Outlet,Loyalty,Spring,155.75
22.38,18.09,1614,5.45,South,Neighborhood,None,Winter,179.44
37.18,16.43,2172,1.07,East,Flagship,Loyalty,Spring,466.63
14.42,20.05,1356,3.48,South,Neighborhood,Discount,Spring,361.12
15.33,12.33,1548,7.46,South,Outlet,Discount,Fall,530.45
28.11,12.07,1829,3.95,East,Outlet,Discount,Fall,624.57
9.66,19.38,1035,2.38,North,Flagship,Discount,Fall,200.09
16.94,16.7,1565,2.66,North,Flagship,Bundle,Summer,636.12
26.77,8.82,1067,13.67,West,Flagship,None,Summer,488.46
16.93,12.84,1789,3.78,West,Neighborhood,Discount,Spring,301.35
20.11,16.55,1468,11.95,South,Outlet,Loyalty,Fall,436.21
27.95,18.35,1534,6.95,South,Flagship,Loyalty,Spring,323.91
25.37,12.28,1048,4.71,East,Neighborhood,Loyalty,Winter,459.31
24.13,5.0,1718,3.03,South,Outlet,Discount,Winter,550.56
19.29,17.09,2338,8.78,North,Neighborhood,Bundle,Fall,614.14
24.96,10.12,946,11.02,North,Neighborhood,Discount,Fall,699.18
21.01,6.93,1247,9.35,East,Neighborhood,Discount,Winter,435.32
25.66,5.0,1504,1.81,East,Neighborhood,None,Fall,469.72
18.02,18.26,1754,3.77,North,Neighborhood,Discount,Summer,513.81
20.54,15.51,1148,4.14,North,Neighborhood,None,Summer,482.34
14.08,14.1,250,0.85,North,Neighborhood,Discount,Fall,203.18
21.72,20.56,2012,7.73,East,Outlet,Loyalty,Winter,338.31
15.51,17.55,1742,8.49,North,Neighborhood,None,Spring,362.15
13.09,21.47,616,8.29,North,Outlet,None,Fall,115.76
24.07,9.43,1127,7.39,West,Flagship,None,Fall,482.1
23.7,14.86,2106,4.41,North,Neighborhood,Loyalty,Spring,371.37
28.26,8.53,2052,2.93,East,Flagship,Discount,Fall,964.38
18.55,14.08,1822,4.4,North,Flagship,Discount,Spring,426.69
25.26,14.01,1321,6.99,North,Neighborhood,Loyalty,Winter,376.24
26.41,17.51,1437,12.68,North,Outlet,Loyalty,Summer,529.48
25.56,15.18,1341,5.93,East,Flagship,Discount,Winter,658.22
15.39,17.49,1908,5.78,West,Neighborhood,Bundle,Summer,376.41
23.19,17.81,1006,0.94,West,Outlet,Bundle,Spring,556.23
24.91,23.62,1037,7.31,South,Flagship,Bundle,Summer,472.72
22.06,13.74,1855,13.27,East,Neighborhood,None,Winter,407.34
5.31,11.24,1380,5.16,North,Neighborhood,Loyalty,Summer,252.5
23.28,15.98,2020,4.88,South,Neighborhood,Discount,Spring,565.28
39.7,11.79,1098,4.2,West,Flagship,None,Summer,420.52
19.12,20.93,1375,8.98,North,Neighborhood,Discount,Fall,554.61
16.18,13.87,985,0.89,North,Outlet,None,Winter,111.56
24.99,12.74,1403,11.96,North,Neighborhood,None,Fall,419.08
24.5,13.11,735,4.72,North,Flagship,Bundle,Spring,410.91
31.54,17.87,1181,7.4,North,Outlet,None,Summer,312.16
11.94,14.37,754,9.46,East,Flagship,Discount,Fall,415.82
27.85,12.43,1712,2.63,South,Neighborhood,Discount,Fall,617.66
26.72,21.66,1722,5.52,West,Flagship,None,Summer,536.94
20.86,11.58,621,4.64,West,Outlet,Loyalty,Summer,231.69
24.71,15.14,2000,2.12,South,Neighborhood,None,Winter,398.49
30.24,17.61,2524,10.97,South,Neighborhood,Discount,Fall,892.49
28.98,8.47,1421,4.37,South,Flagship,Discount,Fall,628.83
12.86,16.92,1111,2.04,East,Neighborhood,None,Spring,347.05
28.56,10.78,2671,5.76,South,Outlet,None,Winter,434.76
21.48,18.29,806,1.56,East,Outlet,Bundle,Spring,199.99
22.58,11.15,1409,3.95,South,Neighborhood,Loyalty,Fall,407.1
22.59,17.77,1481,6.89,East,Neighborhood,None,Spring,403.54
20.8,19.42,2005,1.4,South,Neighborhood,Bundle,Fall,355.9
31.53,18.45,1562,8.6,South,Outlet,Bundle,Fall,453.78
21.33,16.01,1176,5.98,West,Neighborhood,Loyalty,Spring,423.54
13.04,14.07,972,9.49,West,Neighborhood,Discount,Spring,358.65
18.85,12.69,1246,9.42,North,Neighborhood,Discount,Summer,598.03
23.43,20.88,947,3.84,West,Neighborhood,Discount,Summer,464.3
31.83,12.2,1422,3.92,South,Flagship,Bundle,Summer,662.23
26.82,10.85,1146,7.78,West,Neighborhood,Loyalty,Fall,459.97
15.2,17.66,728,2.29,West,Neighborhood,None,Spring,181.7
41.88,11.82,1965,2.3,South,Outlet,Discount,Winter,521.84
24.12,11.2,1176,3.43,North,Flagship,Loyalty,Fall,626.4
32.2,9.23,829,1.69,South,Neighborhood,Loyalty,Winter,334.69
20.79,13.07,1324,2.02,East,Neighborhood,Loyalty,Spring,487.43
26.27,14.67,1431,2.08,East,Neighborhood,Bundle,Fall,462.15
28.72,15.97,614,4.38,South,Flagship,Discount,Winter,405.99
31.75,18.81,1549,4.23,North,Neighborhood,Discount,Winter,455.11
30.46,17.11,929,10.45,West,Neighborhood,Bundle,Summer,423.4
28.98,14.24,2170,4.44,West,Neighborhood,None,Summer,384.12
19.48,14.21,1636,5.22,East,Neighborhood,Discount,Summer,453.05
17.43,17.04,1220,16.11,North,Neighborhood,Bundle,Fall,404.99
24.66,20.09,1065,0.52,South,Outlet,None,Spring,229.63
29.47,15.51,1353,6.44,North,Neighborhood,Bundle,Spring,599.96
20.22,13.12,1676,4.73,West,Outlet,Discount,Summer,546.18
30.52,11.03,1389,6.9,North,Neighborhood,Loyalty,Summer,514.83
33.62,9.22,1302,3.61,East,Flagship,None,Summer,411.89
14.67,17.67,1426,4.42,South,Flagship,None,Winter,228.49
15.3,17.31,1128,12.3,East,Neighborhood,Bundle,Summer,525.9
20.88,17.31,1246,7.71,East,Outlet,None,Winter,356.67
24.46,14.49,461,4.58,West,Neighborhood,Bundle,Spring,427.84
17.8,20.63,1838,2.99,North,Outlet,Bundle,Fall,504.31
32.82,13.06,1534,2.28,North,Neighborhood,None,Fall,578.54
25.39,18.82,1052,3.79,North,Neighborhood,Discount,Fall,482.28
22.32,14.85,2254,4.9,West,Flagship,Discount,Fall,705.04
10.51,12.57,1439,16.07,West,Neighborhood,Discount,Winter,353.88
11.47,17.37,934,6.11,East,Neighborhood,Loyalty,Winter,52.44
24.25,16.64,1786,3.29,East,Flagship,Loyalty,Summer,471.82
4.94,16.43,1579,0.52,East,Flagship,Bundle,Winter,196.07
30.1,15.33,1578,2.92,North,Neighborhood,Bundle,Summer,598.16
20.73,14.85,1208,3.79,West,Neighborhood,Discount,Summer,675.96
47.94,24.55,1603,6.54,South,Outlet,Loyalty,Fall,475.89
40.46,19.74,1282,3.9,South,Outlet,Bundle,Winter,527.42
20.55,17.89,1650,16.55,East,Neighborhood,Bundle,Winter,386.99
21.15,15.45,543,4.65,North,Neighborhood,Loyalty,Summer,315.44
29.96,19.03,1205,10.69,North,Neighborhood,None,Summer,276.38
35.63,17.07,2175,1.29,East,Outlet,Loyalty,Spring,466.51
8.9,15.1,1055,5.31,North,Flagship,None,Spring,265.41
7.71,13.79,1128,2.94,East,Neighborhood,Discount,Summer,318.48
17.02,14.68,1198,10.88,North,Outlet,Discount,Spring,526.12
26.66,5.0,853,4.1,South,Neighborhood,Loyalty,Spring,514.57
25.97,15.84,406,12.52,South,Neighborhood,Loyalty,Summer,310.11
30.56,13.05,1296,8.53,South,Neighborhood,Bundle,Summer,752.92
12.4,21.37,1461,3.7,East,Flagship,Bundle,Winter,243.47
3.47,15.08,1376,2.25,South,Neighborhood,Discount,Summer,340.64
28.86,10.24,1335,3.09,East,Neighborhood,Loyalty,Summer,517.42
15.37,14.8,1419,4.42,South,Flagship,Discount,Fall,482.03
5.85,10.82,1860,8.49,East,Flagship,Discount,Winter,465.29
23.16,16.89,1314,5.44,West,Outlet,None,Winter,290.11
28.35,16.16,1142,9.53,East,Neighborhood,Bundle,Winter,209.22
21.02,18.83,1273,13.15,North,Neighborhood,Bundle,Fall,450.61
18.34,11.84,1661,5.65,North,Neighborhood,Discount,Summer,703.84
20.73,15.14,2035,2.47,South,Outlet,None,Winter,335.16
19.04,9.54,1117,7.12,East,Neighborhood,Loyalty,Winter,421.78
11.22,17.81,1445,17.71,North,Neighborhood,None,Spring,128.21
16.28,17.08,1552,9.89,South,Outlet,Bundle,Winter,261.66
26.17,16.98,953,6.75,East,Outlet,Loyalty,Summer,456.89
24.57,15.01,1409,2.74,South,Flagship,Discount,Summer,588.85
23.34,16.66,740,4.77,West,Outlet,None,Spring,356.2
14.04,21.42,604,1.37,North,Neighborhood,Bundle,Winter,162.34
20.55,13.86,1565,2.13,North,Neighborhood,Loyalty,Winter,410.79
4.58,15.55,1227,7.22,East,Flagship,Discount,Winter,212.44
23.43,10.66,1491,1.09,South,Flagship,Loyalty,Fall,405.65
33.43,11.53,1392,4.26,East,Neighborhood,None,Winter,154.47
10.21,15.39,961,1.93,South,Neighborhood,Discount,Summer,316.27
17.31,19.42,1380,2.22,North,Neighborhood,Bundle,Summer,432.87
24.63,13.97,845,5.72,West,Neighborhood,Loyalty,Fall,336.78
32.02,14.06,2026,3.1,West,Outlet,None,Fall,325.42
18.41,13.37,790,1.6,East,Flagship,Loyalty,Winter,354.21
16.46,12.86,1312,3.6,South,Neighborhood,Discount,Spring,363.09
6.25,16.18,931,1.55,East,Flagship,Discount,Fall,276.31
22.83,9.01,1657,12.03,South,Outlet,None,Fall,614.63
38.34,20.12,1251,8.8,North,Neighborhood,Loyalty,Winter,216.34
24.22,12.34,1167,8.78,West,Outlet,None,Winter,256.62
21.82,17.89,1784,2.86,North,Flagship,Discount,Fall,520.56
24.58,9.92,1413,7.39,West,Flagship,None,Spring,610.72
21.91,17.68,1632,6.32,South,Neighborhood,Loyalty,Fall,241.33
