Tenure_Months,Avg_Monthly_Spend,Support_Calls,Products_Owned,Referrals,CLV_Target
17,136.17059839082106,3,2,1,2375.09
10,362.74530722150087,2,2,1,4316.54
65,63.867913439252675,0,2,1,3700.15
22,115.64976150406439,3,2,0,2170.9
50,441.1856223941513,1,1,1,18281.71
14,374.5871123487519,1,2,0,4772.97
64,26.59786592544572,2,1,2,1811.58
47,139.22060497750408,1,2,2,6131.26
29,122.91511183671899,1,4,1,4371.51
36,149.98703745774685,2,4,1,5040.85
52,138.82868973434546,1,1,0,6182.3
7,50.01262195656595,3,2,2,813.53
29,240.29144796647375,1,4,1,6561.88
11,371.71206789735925,1,4,1,5627.2
33,311.2312278643695,4,2,1,8309.55
6,342.97840092707827,1,2,2,2807.86
32,58.9516056973948,3,4,1,3118.24
51,476.7155408848579,1,2,2,22001.55
58,422.47608024465194,0,3,0,21302.07
26,406.4433528779181,3,2,1,8807.24
46,415.0322264200484,1,4,1,17694.95
29,467.70104390372546,0,4,1,12879.23
4,281.2419037345749,3,1,2,797.21
13,116.13536857646042,1,3,1,1823.61
39,316.05613176921975,1,4,0,10479.84
15,376.5831169606107,4,3,1,3925.16
29,374.20034880993217,2,2,3,9585.22
29,270.29553160010244,3,4,1,7423.67
32,52.86018528011746,2,1,0,1687.23
2,198.13421044646137,1,4,1,1012.76
47,461.96797206241155,0,1,1,19585.26
22,300.53547668356447,2,3,1,6693.54
27,278.39933276274246,0,1,1,6734.24
67,149.04968690345288,3,2,0,8558.77
56,196.85548155995787,1,2,0,9777.82
21,449.7661227935213,0,2,0,8318.96
47,339.90226281288113,1,4,1,13714.09
59,397.9457728411198,1,2,0,20064.59
6,238.08580307247445,4,2,1,1863.14
19,322.51866533895577,3,4,0,6280.11
57,139.22413219673962,3,3,0,7415.3
69,358.6211985360734,1,2,2,21948.37
3,225.2486401776019,2,2,1,1635.73
1,232.42184711107788,3,4,0,839.01
58,331.6747157969032,3,3,2,17125.31
38,469.4146983050848,4,3,1,16472.77
15,50.72304637213804,0,3,0,1331.06
34,415.87675392656365,0,4,0,13280.18
61,160.3438929978527,3,1,0,7877.34
35,233.08133816306136,2,1,2,7135.83
64,30.5183978120043,1,2,4,2657.51
25,164.50211736047027,1,2,4,4820.15
24,261.26299646246264,1,2,1,6620.39
12,46.96451712677073,3,1,0,125.61
18,255.72595010391927,1,4,0,4854.98
15,465.0131018520451,0,2,1,5838.54
27,70.58874469174651,1,4,1,3135.0
60,386.9315494762421,5,2,1,19270.62
46,216.64210562047646,1,4,2,9827.99
17,334.48338297168226,0,4,1,6094.63
53,144.9135670329101,3,1,2,7274.28
8,96.55628601985198,2,4,1,1111.06
27,97.02205485018868,1,3,2,2763.51
46,53.83613390870943,1,1,3,3375.96
50,109.11041835259665,4,2,1,5378.91
71,338.8253047947048,1,1,0,21038.84
3,443.21149368488386,2,3,0,2093.15
64,410.7803290837577,2,3,1,22180.13
44,348.86446873975234,1,4,1,13109.58
53,73.00729443732928,4,3,0,3333.08
24,158.80997422205593,1,3,2,3962.75
60,168.70730015478512,0,3,2,9328.76
3,139.9793342708582,2,3,1,1069.62
20,267.2027166606671,0,2,1,5576.02
46,277.0658311422428,3,2,0,10869.35
15,191.3052680821329,0,1,1,2516.56
25,189.81879619348928,5,4,0,4729.68
71,417.70668699491904,3,2,1,25480.12
17,398.86056719344907,1,3,2,6722.14
9,167.7419992067579,2,4,1,1915.6
38,458.6184530591645,2,2,3,15953.33
48,477.3512081612029,2,1,0,18989.76
60,176.8364201744196,1,3,2,10205.75
63,190.12397542066634,4,4,0,10588.19
2,262.70439364254025,1,2,1,621.91
11,471.7379900161633,4,4,1,5365.26
64,440.6333279083095,0,2,0,23872.27
21,69.2326220401231,2,1,1,1304.52
18,208.51075677027978,2,3,0,3064.59
64,285.6181710798905,1,1,1,15138.27
38,261.5035868247392,4,3,0,8946.71
32,113.05427260970848,2,3,0,3850.65
11,432.23205016071427,4,4,3,4978.81
45,344.93157583848193,2,2,1,13276.38
33,422.1960199288657,3,1,3,11681.34
41,432.20685408774665,3,1,1,14205.73
8,379.2108097595551,1,1,1,3289.44
11,230.8210885998643,0,4,0,1938.15
51,313.0624424074038,1,4,1,13854.02
41,96.97539493747671,2,4,0,3988.36
17,343.34980038795567,2,3,3,6113.72
46,106.04156275485477,4,1,0,4230.85
32,353.0958034448753,1,3,1,10262.5
54,130.20711716190496,3,1,2,6361.19
20,76.42462407210559,4,1,0,884.38
33,99.33655526861956,4,2,1,2934.65
40,20.95622490515373,1,1,1,977.77
32,364.99501656969454,2,4,1,9775.78
2,371.55250354802195,3,4,2,1214.66
33,267.16800795836457,0,4,1,8182.67
30,97.45414450658417,1,2,2,2999.82
33,60.10608200513108,2,2,1,2032.91
26,29.181903889897765,3,3,0,1170.3
22,99.55912494330593,2,1,2,2698.6
66,447.61065679191046,1,1,1,26257.61
38,135.93768401680725,1,4,0,4390.93
46,190.0502370642635,0,4,1,8114.76
15,70.56583255103993,2,4,1,2071.3
44,126.73342627912174,2,4,0,4615.49
49,269.22779397449847,1,4,1,11507.13
61,311.7212878859132,2,4,1,16642.06
67,137.76911079978132,3,1,0,8615.07
6,47.71143642805626,2,2,3,887.72
9,207.69577718115136,2,4,0,2536.57
6,132.4176180446404,3,1,2,1180.11
32,125.38588315030493,2,4,1,3754.69
41,480.7341453024585,2,3,2,19126.52
8,315.82423324434757,1,3,0,2641.74
50,287.30165272260604,4,1,0,12347.22
62,219.57204969119454,5,2,0,11865.48
62,225.89328004646924,1,3,1,12748.27
7,279.6344018422788,1,3,0,3015.34
4,354.28630737733147,4,2,1,2426.72
6,357.0301261672781,2,3,0,1735.07
58,102.41307569861578,4,4,0,6177.95
22,260.05412099678097,3,2,0,4726.94
26,217.73988561636895,2,3,2,5803.81
3,437.8529438093044,2,2,1,823.29
41,323.0810821848207,0,4,1,12587.81
60,275.6019518796713,2,3,0,14281.14
14,75.38942824588034,0,1,1,908.96
12,310.7061868752375,4,3,0,3980.39
12,76.25787472651204,3,3,1,1828.45
13,181.859156271561,3,4,0,3049.25
25,88.5641431108793,0,1,0,1507.66
45,352.1953505716971,4,1,1,14440.63
19,119.00101464135325,2,1,0,1873.83
55,208.09249913025246,1,4,1,11362.23
45,449.9238932570138,1,4,1,18342.67
8,118.07186403150574,3,4,0,1358.13
53,263.746430700214,2,4,1,12645.46
55,221.25039735969057,1,4,0,10892.85
32,28.699539701950272,2,1,1,877.02
51,400.52389451495014,1,2,0,17083.4
44,53.142035031007865,2,4,1,2629.08
70,247.64241006893772,3,2,2,15904.45
18,289.125581570696,2,3,1,4412.73
22,321.6446991750018,1,3,0,7037.56
37,350.54318206778026,0,4,2,12192.73
56,141.57074409090325,0,3,0,7478.53
59,24.7898127960557,1,2,0,1758.48
3,367.25295793035775,2,3,3,2495.47
28,277.1151676868377,2,3,1,7215.17
35,421.3364975394794,2,2,1,13021.49
61,414.26641419233323,1,3,1,22588.14
54,424.79656053818394,1,4,1,19769.6
63,252.84543679017926,2,2,2,13740.53
7,180.14163000169552,0,2,1,1440.58
49,399.9479372438576,1,1,1,17156.87
31,236.62117425404236,3,1,0,7053.49
58,108.05225427364857,0,2,1,5893.96
61,430.3875293895077,0,2,1,23896.06
24,443.6287408507267,1,1,1,9674.0
20,243.82868294728166,1,4,0,4508.77
37,56.335869108697985,0,3,1,2848.19
4,206.156523160127,2,3,2,1463.04
20,405.6980765420496,2,3,2,7883.19
60,452.8515337021898,2,2,2,23101.93
24,117.666916398846,0,4,0,2459.05
50,52.14733377213033,3,1,0,2411.79
49,441.1282175037626,0,4,0,19547.55
51,206.91437070986015,2,4,2,10764.73
36,280.04526284843035,3,3,2,9028.24
66,484.6715897843643,4,1,3,28703.92
34,51.951069398826974,2,4,1,2689.86
36,331.19264357700587,2,1,2,10465.81
6,55.5706028359362,1,2,2,1493.4
39,200.22508566392017,4,3,1,7535.25
42,405.83098169285444,3,1,1,15327.59
58,228.0666717227045,3,2,1,12556.05
12,498.6475298734162,2,2,0,5900.82
3,288.348456774369,1,2,0,41.13
18,174.15783326525766,3,4,3,4004.47
40,125.6534364342815,1,4,1,4508.74
21,188.24985645735768,0,3,1,4119.95
15,198.8159714045844,3,3,2,3387.3
26,52.98256530750127,2,2,0,1190.34
8,197.39561572485113,3,3,1,1497.59
42,242.83448947482796,3,4,0,8910.7
44,366.9141210746262,0,3,0,14009.59
14,335.23015266637185,3,1,2,4442.65
2,360.20751450999404,2,4,0,1172.97
37,24.014567300891407,2,2,1,1397.86
69,124.4803517986573,3,2,0,7352.55
38,337.6084584319311,1,3,0,11909.66
41,252.31489672627862,1,4,4,10331.88
62,22.550468320806054,2,2,0,1686.18
60,406.15742836727475,1,2,0,20815.85
14,390.948595179362,0,4,0,6611.73
2,283.24119823691007,2,4,3,1947.86
70,51.90239637261062,4,2,2,4241.22
17,387.92722377564064,2,3,1,5872.77
28,300.1825221110547,0,3,0,7393.09
66,395.3407890358204,1,3,2,22958.14
35,380.8385563500034,5,1,0,12467.75
5,405.44099453976185,4,4,3,2786.18
65,268.64387187421994,4,2,0,14604.94
40,87.3557687328872,4,1,0,3387.19
56,342.1555872222506,3,3,0,16629.31
36,317.8274168249459,2,1,0,9685.42
45,376.28152985556187,1,2,0,14349.86
23,101.54288290435295,1,2,1,2661.63
47,113.58809595213883,1,4,1,5721.99
31,447.39656826527766,0,3,1,12901.62
11,379.989343256994,1,3,1,3973.03
10,455.949674576155,4,1,3,4074.09
67,384.18335415868194,0,3,2,20851.47
14,306.6345468753449,1,1,2,3825.35
10,333.98371377337935,3,2,3,3580.08
1,446.7814034912048,1,2,2,1103.86
5,297.82724216573143,2,2,1,1604.19
20,323.5478356776259,1,2,0,7048.69
8,95.10882368172828,2,2,0,1027.52
43,247.4821856557293,3,1,0,8536.03
1,363.8706137398875,1,2,0,880.23
57,150.0524951918554,5,1,1,7591.86
64,117.08200665177677,5,2,2,6567.83
28,170.63686794771945,1,1,0,4277.44
37,135.92030143656007,0,1,3,5369.77
47,123.15806577747,1,1,5,6645.6
37,223.92840457668174,3,3,2,7126.03
49,455.76248666409634,1,1,0,19429.62
44,263.3886304345848,0,1,1,10859.38
56,110.20178279135506,3,2,0,6080.92
28,56.94640130281955,2,1,0,1012.59
6,354.1549496662041,0,1,1,2136.56
61,203.74340692946615,0,4,0,11144.38
20,414.47885436097243,1,3,0,7793.79
2,336.5651689475697,2,4,1,1255.07
37,402.1958962598569,1,2,0,12545.58
20,150.5340989208554,0,3,1,3340.58
26,352.3322827813079,3,3,0,7940.84
29,146.74975265298502,0,4,0,4427.29
1,470.75287013613996,2,3,0,326.72
35,325.4596551360197,1,4,2,10264.37
70,175.7656640841642,1,1,0,11073.29
59,149.36569390029086,3,4,1,9057.17
69,111.64476083438888,2,3,0,7556.37
33,353.4276602689893,3,3,1,10444.36
51,124.9834942390051,3,2,0,5965.51
12,305.74556764519474,5,2,2,3382.81
20,147.02481292417153,2,2,3,3649.23
53,337.74509350105694,0,2,1,15491.69
43,411.1710696994588,1,3,1,16318.57
50,393.45211670943354,1,2,0,17534.77
29,385.2086388467752,2,4,1,11278.02
57,110.10675473228099,3,1,1,5518.26
39,62.42477455256898,4,3,1,3112.38
56,355.4954376739451,0,2,0,17463.55
43,196.80666262128864,1,3,2,8128.32
50,227.5261886736067,2,2,0,10019.3
23,34.95156454082771,2,3,1,1832.38
44,144.5966956520236,3,2,2,6023.8
38,36.164673859742734,1,1,0,1247.33
23,442.00917084859884,1,2,0,7820.04
45,136.83040794489463,2,4,0,5689.59
52,287.52184139504385,0,3,3,14025.78
50,38.7100739173426,3,3,0,1716.75
8,340.08674782671585,3,4,1,2553.85
1,175.05312596196507,3,4,1,146.39
8,451.0012097396796,3,1,2,3274.57
29,446.2967306883372,2,3,0,12104.7
5,176.13949681363894,5,1,1,348.53
47,452.4612299314246,3,3,2,19306.03
34,498.15568327941384,1,3,1,15534.53
65,416.19951877949507,4,1,0,24211.32
55,425.5382469225099,2,3,0,20786.35
43,139.52419333236315,2,3,2,6312.58
30,296.817151451723,0,1,0,7883.72
17,52.28283870433657,1,2,3,1760.77
26,65.56060967440146,2,1,2,2292.48
8,499.46845377597947,1,3,1,4737.84
47,176.78683972443724,3,4,1,7843.85
46,379.12827778344626,5,2,0,15531.38
68,407.19922545287193,2,4,3,26248.1
33,431.85117008347004,2,2,1,12609.98
1,498.8615827530351,2,4,0,988.43
19,135.91831292329658,1,2,1,2666.19
31,39.36839689265586,1,1,1,1435.11
14,217.37192863740125,3,2,2,3751.59
53,82.43872151789454,4,2,4,4863.57
48,30.76442679778646,2,2,0,1524.85
69,193.00487702791332,4,3,0,11490.75
62,396.1943605161135,2,4,0,21633.04
66,291.766731788034,3,1,0,16158.75
64,170.13343482096994,2,4,1,9543.11
70,334.0841626365055,3,4,0,20552.09
63,131.36872654822915,2,1,0,7818.63
33,26.903094114600812,3,3,2,1478.75
41,386.8896254894851,0,2,1,13519.33
48,319.3966807347244,2,3,2,14772.0
13,385.9052597604608,2,3,2,5146.71
31,38.69024801007949,3,2,1,1736.13
68,421.81742135871303,2,4,0,24518.61
4,317.3725760174256,0,2,0,1383.55
19,290.4297683420673,1,1,0,5418.99
70,319.81474309497514,4,2,0,19209.12
13,434.92795849681477,2,4,1,5640.06
23,301.7295231482754,2,3,1,5837.66
1,298.8561823463261,1,3,6,2512.74
54,495.52599539156756,2,2,0,22524.17
71,383.23048019291264,1,1,1,24033.42
15,232.30102661654493,2,4,0,3556.06
65,359.55056001580533,1,3,0,20409.89
71,206.83062641205848,2,2,2,13503.88
15,129.86022199207952,1,1,5,3147.66
21,306.4889009061245,3,1,0,6264.71
19,465.5274070946967,1,3,3,9504.4
60,465.9869696074221,2,3,0,23476.55
33,184.11453349063535,1,4,1,5902.48
49,273.2851837864136,0,1,0,11897.59
35,121.58523131353337,1,4,0,3832.08
44,497.90293255946403,2,1,0,17820.78
11,490.9365957766091,0,1,1,4575.59
66,331.7642862595747,2,2,0,18768.32
46,406.1187486451872,2,3,1,14444.51
9,363.248077416176,0,1,0,2392.37
3,304.71594513894473,1,4,0,527.49
26,45.60703855467089,2,3,0,1738.07
48,238.28688442527732,0,4,0,10712.53
66,343.89742504035706,4,3,0,19694.11
70,345.2151746641686,4,3,1,21107.57
28,199.0988568427441,1,1,0,5061.23
26,472.01215359585467,2,2,1,10356.35
25,100.33137547365487,3,1,2,3085.76
12,260.1725341834691,4,3,1,3213.77
5,351.62430874439497,3,1,0,1946.01
48,354.6251868280684,1,1,1,15242.03
37,331.3466992490315,3,3,2,11484.58
44,152.13834245689287,1,3,1,6462.65
15,94.97915296957855,1,1,3,2148.84
43,325.2513568768212,1,1,1,12213.8
48,307.6650157469301,3,1,0,12786.91
70,106.09088493883567,0,4,1,7235.21
46,358.4667898738704,3,1,1,14047.65
43,238.4825560321551,0,4,1,9822.16
21,340.5250839695134,2,2,0,6420.28
23,421.93619828967235,0,4,0,9467.02
47,101.46964571692311,0,1,1,3818.74
15,29.189536638481606,0,2,1,933.56
25,393.96924146997765,1,4,0,8566.58
36,312.65476407325565,1,4,0,9886.03
51,355.82699341861843,3,3,1,16257.61
15,422.31438799454844,1,2,1,5155.46
68,405.34924871576027,0,3,2,24446.11
21,481.24167052583584,3,2,1,9021.62
13,277.24883784901675,2,4,0,3113.07
19,254.47790367675458,1,3,0,4582.35
34,212.90585594755044,1,1,0,5948.44
68,93.77170056521818,3,4,1,6897.28
52,294.85147178337076,3,2,0,13735.23
27,152.9660116764698,1,2,0,3790.89
29,462.22760586222824,2,3,0,11524.6
28,299.9315860530068,3,3,0,7680.18
35,304.56328664389287,2,2,1,9867.87
8,190.3638372209648,1,4,1,2200.06
16,44.954888949299594,2,3,2,1144.02
36,35.23700737903454,1,1,2,1616.68
30,223.2008691935348,2,2,2,6433.73
18,60.591381486674166,4,1,2,1492.92
2,311.2865386592668,1,2,3,1676.97
49,442.8670427070356,0,1,1,19226.49
4,443.79911192898663,1,4,1,3014.16
7,336.34179686347153,4,2,0,2595.29
39,121.39127910700688,2,4,1,4997.05
13,434.2384790522586,0,3,2,5097.95
31,445.3248489503399,1,2,0,12609.37
71,114.39372077742019,0,4,1,8046.14
63,373.9645211699251,3,1,2,20416.23
56,157.52938348501903,1,4,0,8064.66
42,405.26734992940624,2,2,1,14961.01
61,498.6741919537293,2,4,0,26125.74
42,34.41248255810855,3,1,0,689.04
56,450.73561557964734,2,1,2,21428.42
36,318.8626561273559,1,1,2,9945.72
68,487.22365719911414,4,3,3,28111.79
7,243.20456841268526,2,2,3,1937.71
54,426.7462066742594,2,1,0,20233.51
1,49.949152927173074,1,3,1,855.37
44,180.93394403758194,4,1,1,6607.79
45,52.167938120580786,1,4,1,2576.0
47,488.16470406995387,3,2,2,20835.96
13,412.1474754904816,2,4,1,5923.78
22,429.2227621980658,1,3,0,8467.43
21,470.2233110882692,1,4,0,9577.13
9,60.84967333749697,0,4,0,812.43
26,205.08684440640002,1,1,1,4978.94
9,54.096746741121024,1,4,1,736.66
15,121.18068874401374,1,1,1,1768.68
10,130.0955729780827,3,1,2,1631.06
42,245.17146130283777,2,2,0,8250.54
24,148.90984037774845,3,3,1,3824.86
49,68.46949127252532,0,3,0,3555.84
26,100.3957227651717,1,3,1,3227.84
37,90.69227050500365,1,1,1,4013.4
68,487.07686299790316,5,3,0,28604.54
50,384.46040332086733,5,1,0,16233.02
24,484.5255033293897,3,2,0,9180.57
19,231.0754335237961,3,3,2,4709.74
60,153.61687119807516,2,1,2,8605.26
39,403.1807346604096,2,3,1,13295.28
18,176.60188065975046,2,3,1,3218.78
19,163.70401937856718,0,2,0,2948.07
36,131.60287625975897,2,4,0,4730.75
55,82.24590954763298,1,3,2,5042.08
69,143.10226928804767,2,2,0,8403.59
47,190.5534792674661,2,3,3,8802.2
49,343.5172199099506,4,3,1,15098.16
33,50.03112426533676,4,3,0,1614.29
21,121.04333103936462,2,3,0,2368.68
22,408.33134734000464,2,4,1,8755.05
48,90.52252332020997,4,4,1,4301.96
37,184.46967033081035,2,3,0,5692.03
15,435.03628249190723,4,3,1,6777.29
35,94.36414934885248,0,2,0,2730.19
71,59.71368109673115,0,2,1,4122.55
32,252.5782376384052,2,1,4,8067.29
11,165.16136541369747,2,4,1,2478.41
10,290.43601495225,3,3,0,2859.22
57,405.8263474320681,3,4,0,18647.65
25,85.83127431331673,4,2,0,1703.01
2,298.7355605860568,1,4,1,1445.99
64,262.6442049871347,2,4,1,15000.79
35,89.15781728633578,1,3,2,3733.75
7,319.51927305391155,1,3,1,3025.78
18,151.34740057317038,5,2,0,2580.96
67,254.16047290112598,1,3,2,15068.09
42,59.49071565298971,3,2,0,2111.25
39,240.60034746253908,1,2,0,8916.6
41,167.10246466055375,0,1,2,6404.82
24,414.7429813689701,1,1,2,9017.35
60,47.349788958736774,0,1,3,3479.87
46,220.93149196079838,1,4,2,10201.26
19,240.04708358309023,3,1,0,3513.21
68,368.002916623577,2,3,1,21640.45
42,295.6580360433013,1,3,1,10491.69
32,340.2619218532069,3,1,0,9130.79
39,392.98365711284293,3,4,0,13774.21
36,433.8574273559306,0,2,0,13387.75
36,170.66023842678584,2,4,0,6410.31
3,278.25089857467344,1,4,1,1565.57
8,423.2518776508159,2,2,2,3535.79
70,494.9365428632271,0,2,1,29805.94
41,446.9692693010063,3,2,1,15280.02
68,198.30428605970087,2,3,0,11785.93
13,113.6799282649522,4,2,0,1504.05
49,254.90841795516258,1,2,0,10821.47
60,375.9878968813003,4,4,1,19958.16
2,256.43315396158283,1,4,4,1703.74
60,251.92681439056088,1,1,1,12673.06
5,422.3506021192643,0,4,3,3090.7
44,193.47381395224946,4,2,1,7693.44
27,432.7014439095899,4,3,0,10113.39
32,215.2663044568273,2,4,1,6698.2
21,177.5518907256029,2,4,1,4231.24
8,237.91515737585553,2,2,2,2651.61
50,385.97454016393687,2,4,2,17836.59
67,80.48097337471725,4,4,1,5595.44
44,114.28122361856835,0,2,0,4751.65
58,476.69351631828414,4,4,1,24362.82
3,104.23598114305153,1,3,2,1854.95
70,292.50911260690617,1,1,0,17858.99
2,298.0709439977302,2,4,1,887.21
44,255.0197417841175,3,3,1,9306.27
2,329.47771931687294,2,4,1,1208.04
35,130.31682838285684,7,1,0,3940.06
30,285.27788853283914,5,2,0,7774.05
8,198.64316251851062,2,1,0,911.43
22,337.60028462201075,3,4,0,7120.08
44,87.78730081911175,2,1,0,3733.46
58,294.0211600829486,2,1,2,15327.36
36,108.92977058399538,2,2,3,4440.61
69,153.74867029521747,2,4,1,9727.31
31,124.98070415531996,2,1,0,3186.5
47,107.76213433703221,1,1,2,5188.09
55,416.34125674912013,0,2,1,20310.39
62,157.13963247722737,5,3,0,8382.41
30,465.0194152949357,5,4,0,13586.69
55,485.5647321656916,1,3,3,23035.66
16,294.2050255698067,2,3,1,4507.4
12,88.64053887954867,0,2,0,938.53
17,199.783156822199,1,2,1,3545.5
16,402.9114864071427,2,4,0,5012.28
12,196.34754977459383,0,3,1,3208.13
8,61.7682647853386,2,1,0,812.71
3,287.2567572455302,4,3,0,1121.11
16,425.6580087180967,3,2,0,5794.81
30,402.04466582888114,3,1,0,10626.03
23,104.05910726256955,5,1,0,2075.07
5,342.927014917984,3,2,1,2321.28
65,125.84204644911061,6,1,1,7038.33
30,124.73961658504267,1,3,1,3770.1
21,439.55445118648885,4,2,0,8526.23
70,139.8410973153105,0,4,1,9404.95
22,146.35872632864536,2,2,0,2881.97
32,20.313627565423786,4,4,0,1086.62
33,437.92113638024847,2,4,1,13139.6
16,400.44551034038466,3,2,2,6344.76
38,321.11788884352546,0,2,1,11506.76
14,380.1275666906443,0,4,0,4952.06
36,92.98331236375606,2,4,0,3131.96
23,239.9953254020362,5,1,0,4731.9
66,188.58530592741482,1,2,0,10623.08
2,65.01273260336791,1,2,0,62.64
65,253.34263290316355,2,1,0,14481.1
67,461.95503216446497,2,2,3,27115.84
52,39.22837714433335,1,1,1,1491.83
62,159.90123847702105,0,1,0,8898.77
23,119.61964937873766,3,2,0,2345.91
26,134.31039375953424,1,3,2,4085.41
68,456.0485849021001,1,4,0,27486.69
55,244.67314603245927,1,2,1,12023.56
6,243.82371821111303,2,3,0,744.71
35,385.0763083785355,2,1,0,10548.84
22,94.15625792236439,2,3,1,2137.34
43,253.8873699680244,0,2,0,9555.31
15,226.39290277810866,3,2,0,3547.4
60,306.51713146239496,4,3,2,16534.42
12,499.7876975602105,1,2,4,7792.06
49,389.3354691593826,5,4,1,16103.06
42,210.97553744836506,2,3,2,8441.01
38,417.22546509154256,1,1,4,14354.81
45,101.9400143899905,3,3,3,5046.56
35,34.622569428300864,2,3,1,2195.85
30,118.13521878285107,1,3,0,4069.12
30,183.39754693484463,2,3,2,5557.97
6,265.07876358058877,1,1,0,1829.54
67,315.2619874597759,4,1,3,18772.81
7,457.09074426292244,3,1,0,2166.35
52,264.7299245842197,3,3,0,12022.25
14,260.61230942035013,5,4,0,3258.93
15,44.11664471503143,1,4,1,1347.27
21,36.75754527498743,3,1,1,649.84
35,284.5567817198586,3,4,2,9499.18
66,230.32573435920537,5,4,1,13673.17
2,422.80658959054335,2,4,0,1588.93
35,97.12620066168569,0,4,1,3847.51
20,31.986397816183807,2,4,2,2070.29
10,235.53860860646043,4,2,0,3037.91
25,133.98970724108358,1,1,2,3303.82
66,43.814899202641975,4,3,2,3540.29
25,367.8071776868619,2,4,0,9349.17
54,73.56463997947878,1,2,2,4467.09
33,311.9933600037304,2,3,2,9938.51
36,154.9038800801068,2,2,2,4762.4
14,103.27810417041057,2,4,0,1542.77
65,202.2807310012724,3,4,1,11725.7
54,404.69397258701775,4,4,1,19942.3
52,208.20491691419488,2,4,1,9667.42
3,380.3694316213067,0,3,2,1878.09
41,80.23342246359233,2,3,2,3941.93
6,390.930281439238,2,2,1,2069.41
25,133.72799595519135,1,1,1,3299.11
13,345.1487023466589,1,4,0,4439.2
8,291.57514632367827,1,2,1,2878.72
21,465.9894642616099,1,2,1,9174.08
68,205.91480862815072,2,2,1,12614.65
25,51.75929064053142,1,4,1,1970.32
68,29.194633064601394,2,4,2,2170.2
45,416.8921092669215,4,2,2,16637.13
60,271.8731060774875,4,4,1,14559.64
12,392.11714488077564,2,2,0,4589.85
32,132.52428800552707,2,3,4,4809.76
13,185.64019784635218,2,4,0,2577.74
31,34.44985866143309,0,3,1,1631.03
20,481.51631579557386,1,1,0,7905.46
18,340.57659521639044,0,4,2,5768.45
60,467.938442124467,1,1,2,24674.13
63,147.4382755659547,1,2,1,8776.94
6,313.5025333883172,3,4,3,2528.43
32,345.67998478046616,2,4,0,9809.53
43,172.42385612364245,2,4,0,7132.47
2,427.0924328075024,3,1,1,1466.96
60,474.637502192119,1,1,1,24685.86
23,444.7304564940821,6,2,1,9190.84
31,374.7521484508988,2,3,1,10744.03
5,153.18304626797794,4,3,0,1188.8
34,155.17570021070324,2,1,2,4640.02
10,482.4129538140982,0,4,0,5738.12
2,24.936558049132174,3,3,1,693.01
11,363.70398715622935,1,3,1,4407.3
50,358.99815802652586,1,1,0,14997.14
31,318.89097965590275,2,2,1,8777.37
56,495.2522461216956,1,1,1,24135.45
9,169.70212916658812,3,1,1,868.79
21,183.18649462075913,2,4,2,3927.0
28,57.89091341434666,4,1,4,2109.22
62,232.54310554099396,0,4,0,12322.76
7,145.30329259272708,2,2,1,1364.09
16,184.8256170452692,2,4,1,3244.56
4,420.59445932270125,2,2,2,2866.54
4,469.032566493198,3,2,2,1660.69
40,109.1518745624891,3,2,1,4209.4
17,198.8042871456636,0,1,1,2921.21
52,465.74266981538915,2,4,2,20680.81
52,49.668061130826864,2,3,1,2996.27
36,64.33305349346169,3,1,2,2706.34
38,98.1396748189901,3,2,1,3777.64
50,305.7021603808999,1,3,1,13051.17
63,92.22669008287879,1,1,0,5072.67
63,484.67666309635206,2,3,1,26888.41
62,234.42297308408976,1,2,0,13006.34
7,260.7286209680799,2,3,1,2431.73
27,138.3961355865951,5,3,1,4007.52
14,246.06092116867208,4,2,2,3999.66
71,337.71854366576554,3,3,0,20745.48
5,380.5650257379405,4,1,2,2331.82
55,381.85667970075826,0,3,1,19042.57
2,297.3877340931624,0,4,1,1530.61
62,454.0926919970515,0,1,0,24712.61
21,412.3557667069325,1,3,1,8458.2
21,383.3830950553402,2,4,2,7542.42
10,46.6906504066211,1,4,0,529.58
58,23.30142186543167,1,4,3,2459.78
39,121.97469305382702,0,3,0,4067.09
5,338.49132507845707,3,2,3,2392.59
65,217.374794663622,3,4,0,12471.93
13,213.15500446366963,2,2,2,3594.28
53,444.6017063502146,2,1,0,20353.1
45,449.8701671032826,1,2,1,18225.89
32,456.40412674572116,0,2,1,12705.59
36,170.6614767272131,1,2,1,6316.67
60,351.70679011484566,0,2,1,18912.29
11,150.38392701169744,4,2,1,1936.46
63,111.4927198757359,2,1,3,6137.76
21,108.62357952673722,1,1,4,3461.57
52,184.21165801452514,5,2,1,9162.49
55,226.37965749431442,1,2,0,10842.91
26,418.8556021064328,2,4,0,9782.88
68,77.5477248669018,3,1,0,4322.22
34,372.7644067495492,1,3,3,11134.24
52,275.09835881086656,1,1,1,12268.4
52,158.2137644844764,2,3,1,8232.15
29,256.5534005757558,1,4,2,7841.16
38,163.97219349297086,1,2,1,5506.14
42,306.11933851438687,2,4,1,11426.42
21,228.24508297051722,0,2,2,5758.36
42,98.91465395786179,3,1,1,3439.75
13,75.95987578673443,1,2,1,1102.56
64,282.4139273946225,1,3,0,15578.78
17,453.15825597732965,1,3,0,6238.04
9,185.09968954768905,3,4,1,1920.01
41,371.84005146685917,3,1,2,13219.83
1,336.15745037108815,1,3,2,768.41
2,467.14635886855086,2,4,0,2012.72
60,414.0708883035876,2,1,1,20835.99
48,291.9705242746222,2,1,1,12159.1
